"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1333,8,104467846,105370130,TRUE,112,2290,0.000118268,4.08197e-05,0.0921292,0.135916,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1334,8,105370131,106500950,TRUE,300,2255,4.77086e-05,0.000115267,0.361093,0.0351824,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1335,8,106500951,107787163,TRUE,276,2599,0.000455441,0.000185913,0.00113066,0.00177677,TRUE,-0.402698,-0.402698,FALSE,-1,0.13173,0.143235,2,NA
1336,8,107787164,108647463,TRUE,204,2071,NA,6.99481e-05,NA,0.0871877,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1337,8,108647464,109920827,TRUE,246,2743,NA,8.08818e-05,NA,0.0801372,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1338,8,109920828,111207349,TRUE,244,2424,0.000322433,0.000170625,0.0100367,0.00207002,TRUE,0.43673,0.43673,FALSE,-0.22876,1,0.167216,2,NA
1339,8,111207350,112601513,TRUE,146,2024,0.000179077,0.000135209,0.0450285,0.00183196,TRUE,0.70867,0.70867,FALSE,-0.01539,1,0.0595398,2,NA
1340,8,112601514,113650853,TRUE,132,2032,0.000100335,0.000116834,0.147098,0.00428501,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1341,8,113650854,114781574,TRUE,102,2285,8.89926e-05,9.10576e-05,0.144594,0.00896894,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1342,8,114781575,115334858,TRUE,117,1494,NA,9.04556e-05,NA,0.0131583,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1343,8,115334859,116094203,TRUE,108,1937,1.53162e-06,6.84676e-05,0.474899,0.0413439,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1344,8,116094204,118300068,TRUE,443,3288,0.000222652,0.000247067,0.107926,0.000851431,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1345,8,118300069,119423298,TRUE,328,2196,0.000485521,9.86351e-05,0.00129512,0.067072,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1346,8,119423299,120216587,TRUE,219,1989,0.000143311,5.82086e-05,0.125395,0.133752,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1347,8,120216588,121554390,TRUE,264,2937,0.000167721,0.000132268,0.109928,0.0140489,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1348,8,121554391,122622804,TRUE,309,2514,NA,9.85166e-05,NA,0.0604706,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1349,8,122622805,124001019,TRUE,373,2471,0.000235369,0.000126218,0.0750008,0.0351631,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1350,8,124001020,125453322,TRUE,427,3080,0.000405764,0.000257891,0.0114919,0.000450469,TRUE,-0.051265,-0.051265,FALSE,-0.91336,0.58369,0.859458,2,NA
1351,8,125453323,126766827,TRUE,423,3022,0.00040347,2.42228e-06,0.0122685,0.477547,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1352,8,126766828,128073654,TRUE,399,3044,6.78886e-05,0.000170361,0.333279,0.0100074,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1353,8,128073655,129291118,TRUE,570,3112,0.000527828,0.000431129,0.00552673,1.32656e-06,TRUE,0.151093,0.151093,FALSE,-0.37573,0.67691,0.516322,2,NA
1354,8,129291119,130383563,TRUE,260,2478,0.000358606,0.000224975,0.00586317,0.000180685,TRUE,0.40006,0.40006,FALSE,-0.17715,1,0.145165,2,NA
1355,8,130383564,131545725,TRUE,295,2832,0.000254567,5.87691e-05,0.0454984,0.17041,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1356,8,131545726,132534636,TRUE,339,2599,7.54797e-05,4.25427e-05,0.303869,0.250085,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1357,8,132534637,133461551,TRUE,292,2504,4.3484e-05,0.000122309,0.371107,0.0278278,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1358,8,133461552,134509448,TRUE,422,2635,0.000161973,0.000186868,0.171015,0.00690387,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1359,8,134509449,135313673,TRUE,396,2652,0.000404734,0.000123169,0.00956413,0.044895,TRUE,-0.790071,-0.790071,FALSE,-1,-0.02252,0.0445586,2,NA
1360,8,135313674,136220342,TRUE,330,2291,0.000295252,0.000234536,0.029604,0.000370565,TRUE,-0.368587,-0.368587,FALSE,-1,0.28664,0.248682,2,NA
1361,8,136220343,137527617,TRUE,290,3109,NA,0.000416729,NA,1.78703e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1362,8,137527618,138564843,TRUE,247,2923,0.000463728,0.000235302,0.000766147,7.39138e-05,TRUE,0.177369,0.177369,FALSE,-0.37249,0.71509,0.463117,2,NA
1363,8,138564844,139404631,TRUE,316,2334,5.92497e-05,0.000131158,0.336798,0.0232288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1364,8,139404632,140355988,TRUE,353,2429,NA,0.000208628,NA,0.00182223,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1365,8,140355989,141527881,TRUE,436,2722,0.000229867,0.000196364,0.095671,0.00558035,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1366,8,141527882,142611889,TRUE,389,2423,0.000113168,0.000119347,0.24161,0.0488313,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1367,8,142611890,143611461,TRUE,363,2430,0.000390636,0.000148826,0.00931553,0.0180066,TRUE,0.0601722,0.0601722,FALSE,-1,0.89976,0.865213,2,NA
1368,8,143611462,144934288,TRUE,403,3350,0.000322976,0.00014202,0.0316579,0.0270321,TRUE,-0.488921,-0.488921,FALSE,-1,0.36958,0.233464,2,NA
1369,8,144934289,146303787,TRUE,263,1551,0.000223971,0.000352996,0.0565015,1.3437e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1370,9,10469,653661,TRUE,239,1646,0.000133628,9.01276e-05,0.150292,0.0543494,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1371,9,653662,1103598,TRUE,286,1499,0.000433783,0.000195063,0.00207281,0.0011874,TRUE,-0.428214,-0.428214,FALSE,-1,0.12142,0.12206,2,NA
1372,9,1103599,1874961,TRUE,394,2530,0.000241164,1.08194e-05,0.0757665,0.429421,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1373,9,1874962,2441120,TRUE,377,1635,0.000194315,NA,0.11751,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1374,9,2441121,3079045,TRUE,322,1643,0.000256462,0.000115748,0.0468753,0.0379682,TRUE,-0.239726,-0.239726,FALSE,-1,0.77016,0.595646,2,NA
1375,9,3079046,4025355,TRUE,447,2107,NA,0.000221697,NA,0.00258497,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1376,9,4025356,4596614,TRUE,398,1773,0.000287771,0.000186049,0.0449504,0.00598535,TRUE,-0.518837,-0.518837,FALSE,-1,0.24382,0.170731,2,NA
1377,9,4596615,5437591,TRUE,304,1906,0.0003054,8.84012e-05,0.0216946,0.0785313,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1378,9,5437592,6859791,TRUE,509,3244,0.000141787,0.000283672,0.222114,0.000402943,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1379,9,6859792,7388202,TRUE,271,1955,5.10947e-05,0.000204921,0.345614,0.000615305,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1380,9,7388203,8262303,TRUE,448,2572,8.37739e-05,0.000360366,0.310875,8.22044e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1381,9,8262304,9170120,TRUE,470,2949,0.000831785,5.08405e-05,1.152e-05,0.251678,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1382,9,9170121,9920258,TRUE,366,2306,0.000296074,0.000269773,0.0359639,0.000122651,TRUE,0.234801,0.234801,FALSE,-0.51638,1,0.452856,2,NA
1383,9,9920259,10675474,TRUE,349,2500,NA,0.000115646,NA,0.043682,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1384,9,10675475,11270764,TRUE,201,1800,0.000154202,9.83807e-06,0.0982298,0.409328,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1385,9,11270765,12044915,TRUE,138,2464,0.000232928,7.68037e-05,0.012863,0.0379205,TRUE,0.542076,0.542076,FALSE,-0.39424,1,0.189499,2,NA
1386,9,12044916,12664858,TRUE,218,1765,0.000241551,0.000205909,0.0313312,0.000170888,TRUE,0.125282,0.125282,FALSE,-0.69675,0.95982,0.695456,2,NA
1387,9,12664859,13512852,TRUE,312,1707,0.000194416,0.000183467,0.0996129,0.00341089,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1388,9,13512853,14244747,TRUE,352,2078,0.000286921,0.000138308,0.0382319,0.0240159,TRUE,0.191584,0.191584,FALSE,-1,1,0.646356,2,NA
1389,9,14244748,14902924,TRUE,448,1797,0.000703508,0.000397491,0.000104754,9.03652e-07,TRUE,-0.451476,-0.451476,FALSE,-1,-0.06141,0.0221514,2,NA
1390,9,14902925,15839403,TRUE,318,2147,0.000148742,0.000103124,0.161586,0.0559581,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1391,9,15839404,16658377,TRUE,361,1911,0.000321868,9.80755e-05,0.0257666,0.0775622,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1392,9,16658378,17392382,TRUE,188,2111,0.000203641,0.000138668,0.0456459,0.00374905,TRUE,0.164803,0.164803,FALSE,-0.90901,1,0.666596,2,NA
1393,9,17392383,17990565,TRUE,208,1684,0.000228693,0.000169665,0.0394497,0.00115948,TRUE,-0.329707,-0.329707,FALSE,-1,0.39737,0.350708,2,NA
1394,9,17990566,18754196,TRUE,316,2007,0.000252756,0.000261549,0.0476672,8.21493e-05,TRUE,0.160412,0.160412,FALSE,-0.67811,0.98974,0.619597,2,NA
1395,9,18754197,19463292,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1396,9,19463293,20483880,TRUE,432,2219,0.000442263,0.000222653,0.00802699,0.00209358,TRUE,-0.254599,-0.254599,FALSE,-1,0.36203,0.398225,2,NA
1397,9,20483881,21674032,TRUE,346,2613,0.000586813,9.96466e-05,0.000212264,0.0682134,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1398,9,21674033,23091193,TRUE,451,2997,0.000126995,0.000200465,0.235006,0.00518756,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1399,9,23091194,23859374,TRUE,366,1759,0.000429784,0.000335648,0.0059181,4.72486e-06,TRUE,-0.199211,-0.199211,FALSE,-0.94104,0.29208,0.418343,2,NA
1400,9,23859375,24757729,TRUE,284,1761,0.000260957,0.00025425,0.0353895,5.42874e-05,TRUE,0.59671,0.59671,FALSE,0.01877,1,0.0535785,2,NA
1401,9,24757730,25957606,TRUE,426,3017,0.000189615,0.000185608,0.13675,0.00728757,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1402,9,25957607,26747214,TRUE,283,1802,0.000629825,0.000161683,3.05811e-05,0.00508559,TRUE,0.562166,0.562166,FALSE,0.06395,1,0.0296296,2,NA
1403,9,26747215,27366479,TRUE,243,1785,0.000121104,2.34398e-05,0.174641,0.325756,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1404,9,27366480,28067454,TRUE,283,1789,0.000187074,NA,0.102171,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1405,9,28067455,28766060,TRUE,288,1783,0.000120059,0.000230909,0.193843,0.000203031,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1406,9,28766061,29596501,TRUE,185,2669,0.000154603,6.97668e-05,0.0884572,0.0760404,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1407,9,29596502,30410078,TRUE,173,1902,0.000530785,0.00020068,1.25856e-05,8.65091e-05,TRUE,0.318505,0.318505,FALSE,-0.14368,0.78382,0.147979,2,NA
1408,9,30410079,31115153,TRUE,121,1772,0.000128522,0.000187563,0.0927812,2.3677e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1409,9,31115154,32253283,TRUE,189,3431,7.50959e-05,9.13593e-05,0.247897,0.0341638,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1410,9,32253284,33194892,TRUE,279,2265,0.000187773,6.8516e-05,0.0906761,0.124625,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1411,9,33194893,34704544,TRUE,288,2952,0.000505683,0.000102512,0.000808495,0.0474276,TRUE,-0.0645083,-0.0645083,FALSE,-1,0.74362,0.853508,2,NA
1412,9,34704545,36749273,TRUE,496,3444,0.000464565,0.000244983,0.00852474,0.00173134,TRUE,-0.176235,-0.176235,FALSE,-1,0.45254,0.554734,2,NA
1413,9,36749274,37687112,TRUE,328,2006,8.68738e-05,0.000111582,0.275044,0.0445141,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1414,9,37687113,38822977,TRUE,366,2372,NA,0.000122599,NA,0.0407662,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1415,9,38822978,43903829,TRUE,11,64,2.40176e-05,1.75536e-05,0.187533,0.0979873,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1416,9,43903830,66673058,TRUE,4,30,7.99432e-05,3.55897e-06,0.0130427,0.261154,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1417,9,66673059,70939677,TRUE,2,9,1.35705e-05,3.40344e-06,0.151148,0.189004,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1418,9,70939678,72288878,TRUE,356,2538,0.000205384,0.000365026,0.0982634,6.27318e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1419,9,72288879,73915494,TRUE,351,3670,0.000140964,0.000169242,0.17954,0.00702388,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1420,9,73915495,74950318,TRUE,325,1993,0.000318141,0.000274907,0.0216882,4.54643e-05,TRUE,0.263372,0.263372,FALSE,-0.4293,1,0.362021,2,NA
1421,9,74950319,76197744,TRUE,202,2440,9.3248e-05,0.000145782,0.211343,0.00341229,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1422,9,76197745,77862308,TRUE,385,3197,0.000412718,0.000407219,0.00815822,1.749e-07,TRUE,0.353739,0.353739,FALSE,-0.13715,0.99611,0.13505,2,NA
1423,9,77862309,78630915,TRUE,316,2189,0.000129131,8.39018e-05,0.188742,0.0928407,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1424,9,78630916,79451035,TRUE,409,2164,0.000108505,0.000230511,0.254023,0.00116871,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1425,9,79451036,80137024,TRUE,238,1909,0.00017607,0.000270968,0.0895786,1.34549e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1426,9,80137025,81161597,TRUE,269,2113,NA,0.00019688,NA,0.00103555,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1427,9,81161598,82601465,TRUE,521,2807,9.96713e-05,0.000299116,0.294019,0.000253092,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1428,9,82601466,83455502,TRUE,230,2656,0.000116551,9.69246e-05,0.174418,0.039647,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1429,9,83455503,85135751,TRUE,472,3215,0.000350556,0.00024045,0.0302476,0.00174258,TRUE,-0.437113,-0.437113,FALSE,-1,0.21214,0.192123,2,NA
1430,9,85135752,86769886,TRUE,454,3407,0.000256261,0.000459924,0.0763135,2.28731e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1431,9,86769887,87815449,TRUE,320,2602,0.000234166,0.000128223,0.0624546,0.0249984,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1432,9,87815450,89171796,TRUE,319,2635,0.000410892,0.000348808,0.00499628,8.65199e-07,TRUE,0.0393973,0.0393973,FALSE,-0.54047,0.54044,0.868049,2,NA
1433,9,89171797,90135154,TRUE,347,2416,4.15791e-05,8.9962e-05,0.385846,0.0890616,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1434,9,90135155,90890979,TRUE,241,1935,0.000242911,0.000131764,0.0353797,0.0117932,TRUE,-0.0765257,-0.0765257,FALSE,-1,0.8785,0.845895,2,NA
1435,9,90890980,91643255,TRUE,193,1862,1.02031e-05,6.0093e-05,0.451785,0.112343,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1436,9,91643256,92500277,TRUE,259,1917,NA,0.000190135,NA,0.0010369,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1437,9,92500278,93441050,TRUE,255,2203,0.000111816,0.000200559,0.198595,0.000688558,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1438,9,93441051,94175374,TRUE,255,1831,3.89841e-05,7.41694e-05,0.374392,0.103713,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1439,9,94175375,94924482,TRUE,203,2249,5.15534e-05,0.00011822,0.324259,0.0135897,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1440,9,94924483,95854925,TRUE,159,2002,3.57332e-05,4.03726e-05,0.35438,0.185828,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1441,9,95854926,96670171,TRUE,207,2247,0.000389853,0.000213825,0.00143531,0.000126419,TRUE,0.291267,0.291267,FALSE,-0.26026,0.87542,0.254429,2,NA
1442,9,96670172,97418633,TRUE,170,1662,0.000289786,8.06602e-05,0.00637303,0.045221,TRUE,-0.0530512,-0.0530512,FALSE,-1,0.90013,0.893893,2,NA
1443,9,97418634,98885862,TRUE,356,2794,0.000205577,0.000198648,0.100504,0.00277431,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1444,9,98885863,100310517,TRUE,250,2122,0.000155643,0.000151908,0.1216,0.00560132,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1445,9,100310518,101596750,TRUE,414,2917,NA,0.000315583,NA,3.44387e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1446,9,101596751,103165725,TRUE,326,2566,0.000328627,0.000320543,0.0177566,3.32682e-06,TRUE,0.096954,0.096954,FALSE,-0.56373,0.72554,0.716298,2,NA
1447,9,103165726,104222848,TRUE,235,2406,NA,8.60022e-05,NA,0.0631741,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1448,9,104222849,105043411,TRUE,259,2409,NA,0.000157108,NA,0.00446698,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1449,9,105043412,105846545,TRUE,202,2626,0.000194014,7.39421e-05,0.0550807,0.0742297,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1450,9,105846546,107061019,TRUE,259,3319,0.000200096,0.00015186,0.0708767,0.00739867,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1451,9,107061020,108203095,TRUE,376,3182,0.000927542,0.000115258,1.75743e-07,0.0513367,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1452,9,108203096,109150717,TRUE,212,1737,0.000376607,0.000116218,0.00235109,0.0168017,TRUE,-0.0293536,-0.0293536,FALSE,-1,0.74003,0.929844,2,NA
1453,9,109150718,110630150,TRUE,551,3379,0.000108949,0.0003193,0.283971,0.000157224,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1454,9,110630151,111368107,TRUE,245,1889,0.000214803,0.000112037,0.0543412,0.0260426,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1455,9,111368108,112076381,TRUE,211,1931,9.3044e-05,5.16196e-05,0.214434,0.155686,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1456,9,112076382,112865520,TRUE,306,2157,NA,0.000262356,NA,5.10424e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1457,9,112865521,113646149,TRUE,313,2264,0.00010661,0.000268069,0.229339,4.99647e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1458,9,113646150,114443475,TRUE,256,1946,7.10262e-05,0.000188182,0.290344,0.00112227,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1459,9,114443476,115390112,TRUE,223,2329,0.000247772,7.83547e-05,0.0289592,0.0784478,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1460,9,115390113,116159540,TRUE,273,1858,6.99153e-05,NA,0.297669,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1461,9,116159541,117054909,TRUE,383,2121,0.000524583,0.000178609,0.00116326,0.00662521,TRUE,-0.1665,-0.1665,FALSE,-1,0.43861,0.567747,2,NA
1462,9,117054910,117989017,TRUE,320,2281,0.000346887,0.000222421,0.0136574,0.000564999,TRUE,-0.0327779,-0.0327779,FALSE,-0.89726,0.62713,0.913419,2,NA
1463,9,117989018,119001227,TRUE,232,2297,0.000364227,0.000206838,0.0036355,0.000268737,TRUE,0.0555244,0.0555244,FALSE,-0.63718,0.65291,0.838481,2,NA
1464,9,119001228,119890464,TRUE,321,2025,0.000377148,0.000165124,0.00795621,0.00652317,TRUE,0.394602,0.394602,FALSE,-0.3239,1,0.227,2,NA
1465,9,119890465,121008529,TRUE,347,2537,NA,0.000213217,NA,0.00119267,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1466,9,121008530,122677719,TRUE,454,3205,0.000538107,0.000418265,0.00200852,2.45376e-07,TRUE,0.594852,0.594852,FALSE,0.19317,1,0.00605137,2,NA
1467,9,122677720,124119883,TRUE,316,2045,0.000374966,0.000220583,0.00839324,0.000540281,TRUE,-0.158813,-0.158813,FALSE,-1,0.4266,0.583391,2,NA
1468,9,124119884,125137578,TRUE,343,2142,0.000192328,0.000200162,0.109005,0.0022975,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1469,9,125137579,126092931,TRUE,220,1759,0.000260456,0.000176967,0.0234811,0.00147617,TRUE,-0.051023,-0.051023,FALSE,-1,0.71636,0.878923,2,NA
1470,9,126092932,127184582,TRUE,330,2371,0.000391927,0.000199946,0.007056,0.00179696,TRUE,-0.200932,-0.200932,FALSE,-1,0.42029,0.503401,2,NA
1471,9,127184583,128785782,TRUE,248,1928,0.000500726,0.00015393,0.000258557,0.00503215,TRUE,-0.0938685,-0.0938685,FALSE,-0.9139,0.48591,0.734019,2,NA
1472,9,128785783,129617771,TRUE,377,1861,0.000401469,0.000135302,0.0086807,0.028745,TRUE,-0.0967633,-0.0967633,FALSE,-1,0.77916,0.793191,2,NA
1473,9,129617772,130902727,TRUE,284,1971,0.000336656,0.000139856,0.0118653,0.0134762,TRUE,0.193127,0.193127,FALSE,-0.79131,1,0.587561,2,NA
1474,9,130902728,132193798,TRUE,297,1802,0.000861697,0.000206131,1.01766e-07,0.000993937,TRUE,-0.170414,-0.170414,FALSE,-0.71791,0.24814,0.420881,2,NA
1475,9,132193799,132999452,TRUE,331,2403,0.000138136,0.000193432,0.181057,0.00386472,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1476,9,132999453,134141936,TRUE,466,2249,8.1425e-05,5.04554e-05,0.320305,0.254352,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1477,9,134141937,135135887,TRUE,327,1807,0.000205598,0.000235444,0.0887775,0.000346375,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1478,9,135135888,136042490,TRUE,373,2043,5.49395e-05,6.6604e-05,0.358538,0.166051,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1479,9,136042491,136770926,TRUE,373,2305,0.000224294,0.000170595,0.08426,0.0104211,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1480,9,136770927,137593527,TRUE,378,2174,0.00023437,2.71861e-05,0.0796376,0.341109,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1481,9,137593528,138202112,TRUE,442,2106,0.000489478,0.000240516,0.004081,0.00143064,TRUE,-0.0355203,-0.0355203,FALSE,-0.84893,0.57721,0.900076,2,NA
1482,9,138202113,138995791,TRUE,416,2009,0.00037751,0.000153555,0.0167202,0.0226038,TRUE,-0.969432,-0.969432,FALSE,-1,-0.25414,0.010492,2,NA
1483,9,138995792,140097759,TRUE,448,2431,0.000901608,0.00033739,1.86854e-06,3.63642e-05,TRUE,-0.160918,-0.160918,FALSE,-0.61681,0.22572,0.404777,2,NA
1484,9,140097760,141146682,TRUE,334,1386,0.00100331,0.000593534,6.0402e-09,3.06442e-11,TRUE,-0.041212,-0.041212,FALSE,-0.35532,0.24384,0.77696,2,NA
1485,10,60515,1329232,TRUE,349,2639,0.000588453,0.00021607,0.000270194,0.00123033,TRUE,0.0117941,0.0117941,FALSE,-0.59754,0.52464,0.962708,2,NA
1486,10,1329233,1872960,TRUE,301,1623,0.00053493,0.000173398,0.000336489,0.00416006,TRUE,-0.078736,-0.078736,FALSE,-0.83979,0.48194,0.772492,2,NA
1487,10,1872961,2637065,TRUE,324,3044,9.58658e-05,0.000120364,0.256145,0.0338103,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1488,10,2637066,3225336,TRUE,312,2004,0.000288946,2.70512e-05,0.0294667,0.325964,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1489,10,3225337,3880322,TRUE,267,1835,NA,0.000247456,NA,5.79024e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1490,10,3880323,4813182,TRUE,399,2419,NA,0.000359705,NA,2.12944e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1491,10,4813183,5396242,TRUE,211,2290,0.000155964,6.23114e-05,0.100691,0.112496,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1492,10,5396243,6234718,TRUE,443,2506,0.000115439,0.000185571,0.249584,0.00896456,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1493,10,6234719,6897037,TRUE,362,1773,0.000414274,0.000275735,0.00672383,8.97367e-05,TRUE,0.272249,0.272249,FALSE,-0.30058,0.95173,0.306819,2,NA
1494,10,6897038,7659872,TRUE,411,2333,0.000253891,5.66407e-05,0.0703028,0.213426,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1495,10,7659873,8771920,TRUE,458,3324,0.000512835,0.000148703,0.00340923,0.0301648,TRUE,0.359957,0.359957,FALSE,-0.44046,1,0.299973,2,NA
1496,10,8771921,10081279,TRUE,314,3173,0.000676635,0.000118048,1.55846e-05,0.0333656,TRUE,-0.199996,-0.199996,FALSE,-1,0.40568,0.499386,2,NA
1497,10,10081280,10969481,TRUE,289,2238,0.000181052,0.000120688,0.102483,0.0264801,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1498,10,10969482,11856924,TRUE,391,2240,6.22853e-05,0.00018865,0.344609,0.00506952,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1499,10,11856925,12581571,TRUE,323,1883,0.000458921,0.000235184,0.00198274,0.000291253,TRUE,-0.338878,-0.338878,FALSE,-1,0.16966,0.19175,2,NA
1500,10,12581572,13208061,TRUE,339,1766,0.000504823,0.000115287,0.00112939,0.0440518,TRUE,-0.641305,-0.641305,FALSE,-1,0.03097,0.0666855,2,NA
1501,10,13208062,14008135,TRUE,474,2257,0.000183844,0.000235443,0.154761,0.00192223,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1502,10,14008136,14820755,TRUE,379,2528,NA,0.000145408,NA,0.0212257,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
1503,10,14820756,15946677,TRUE,424,2807,0.000365954,0.000236182,0.0212005,0.00120915,TRUE,-0.0203598,-0.0203598,FALSE,-1,0.70671,0.949014,2,NA
1504,10,15946678,17065860,TRUE,346,2606,0.000111744,0.000200668,0.232551,0.00201406,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1505,10,17065861,18529742,TRUE,366,3172,0.000349725,0.000303033,0.0169533,1.94557e-05,TRUE,0.198916,0.198916,FALSE,-0.44806,0.8943,0.468785,2,NA
1506,10,18529743,19421514,TRUE,280,2578,0.000168268,0.000213062,0.114064,0.000414744,FALSE,NA,NA,NA,NA,NA,NA,2,NA
