"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1553,10,71672998,72659223,TRUE,431,2863,0.000376916,0.00013894,0.0522591,0.0327218,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1554,10,72659224,73514214,TRUE,470,2370,0.000260716,0.000287887,0.136436,0.00024338,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1555,10,73514215,75694023,TRUE,309,3149,0.000266739,0.000334309,0.0877338,1.18277e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1556,10,75694024,77144961,TRUE,220,2042,0.000468697,0.000203477,0.00371484,0.000269565,TRUE,0.00800709,0.00800709,FALSE,-0.79501,0.54074,0.977,2,NA
1557,10,77144962,78665481,TRUE,378,2604,0.000563707,0.000204664,0.00596673,0.00264812,TRUE,0.337306,0.337306,FALSE,-0.38307,1,0.268613,2,NA
1558,10,78665482,79952996,TRUE,400,2758,0.00115726,0.000182018,8.82985e-07,0.00737472,TRUE,-0.0255188,-0.0255188,FALSE,-0.74773,0.44847,0.915985,2,NA
1559,10,79952997,81190573,TRUE,591,3048,0.00096771,0.000192435,0.000313232,0.0157043,TRUE,-0.183372,-0.183372,FALSE,-1,0.37905,0.531935,2,NA
1560,10,81190574,81763230,TRUE,64,1359,0.000120298,NA,0.0906345,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1561,10,81763231,82378048,TRUE,168,1818,NA,6.81586e-05,NA,0.0726334,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1562,10,82378049,83596350,TRUE,305,3403,0.000586251,0.000265692,0.00196313,3.99907e-05,TRUE,0.135955,0.135955,FALSE,-0.47624,0.6246,0.582684,2,NA
1563,10,83596351,84679429,TRUE,305,2385,0.00037956,8.18717e-05,0.0281217,0.0967351,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1564,10,84679430,85463484,TRUE,137,2658,0.000363891,8.69824e-05,0.00448039,0.022578,TRUE,0.0800561,0.0800561,FALSE,-1,0.8705,0.827572,2,NA
1565,10,85463485,86459980,TRUE,296,2761,0.000440314,0.000129748,0.0127189,0.0201721,TRUE,0.799136,0.799136,FALSE,0.14924,1,0.033342,2,NA
1566,10,86459981,87287935,TRUE,177,2391,0.000294063,3.58039e-05,0.0276268,0.220579,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1567,10,87287936,88443652,TRUE,332,2844,0.000961895,0.000106262,6.81426e-06,0.0553334,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1568,10,88443653,89971628,TRUE,350,2429,0.000573565,0.000222921,0.00408417,0.000958605,TRUE,0.438364,0.438364,FALSE,-0.14981,1,0.122896,2,NA
1569,10,89971629,91021321,TRUE,331,2326,0.000832677,0.000145799,6.87108e-05,0.0159746,TRUE,0.265299,0.265299,FALSE,-0.40658,0.90885,0.354447,2,NA
1570,10,91021322,91960435,TRUE,244,2417,0.00063693,0.000189808,0.000353306,0.000932326,TRUE,0.46931,0.46931,FALSE,-0.05874,1,0.0704095,2,NA
1571,10,91960436,92911506,TRUE,236,2346,0.000444235,0.000136321,0.00640398,0.00882641,TRUE,0.57781,0.57781,FALSE,-0.11192,1,0.0867281,2,NA
1572,10,92911507,94503299,TRUE,255,2731,0.000440429,0.000105311,0.00888341,0.0375605,TRUE,-0.43234,-0.43234,FALSE,-1,0.31169,0.272224,2,NA
1573,10,94503300,95528160,TRUE,335,2777,0.000507655,0.000185218,0.00809252,0.00354794,TRUE,-0.23196,-0.23196,FALSE,-1,0.35906,0.464726,2,NA
1574,10,95528161,97040172,TRUE,254,2910,NA,0.000161637,NA,0.00361613,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1575,10,97040173,98005994,TRUE,249,2382,0.000179218,9.29691e-05,0.150693,0.053739,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1576,10,98005995,99367800,TRUE,431,2717,0.000552848,0.000338959,0.00990592,1.72106e-05,TRUE,0.347309,0.347309,FALSE,-0.23288,0.95296,0.186544,2,NA
1577,10,99367801,100337830,TRUE,311,1969,0.000262668,0.000278896,0.0899167,2.52182e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1578,10,100337831,101271451,TRUE,142,1659,0.000353013,5.52436e-05,0.00606265,0.0974648,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1579,10,101271452,102509298,TRUE,286,2411,0.000437801,0.000163817,0.0121203,0.00592434,TRUE,0.558234,0.558234,FALSE,-0.17576,1,0.100699,2,NA
1580,10,102509299,104206837,TRUE,371,2504,0.00112389,0.000293302,8.13946e-07,4.69852e-05,TRUE,0.437339,0.437339,FALSE,0.06613,0.80709,0.0256786,2,NA
1581,10,104206838,106142283,TRUE,384,3530,0.00151516,0.000434934,3.87082e-10,2.01848e-08,TRUE,0.167449,0.167449,FALSE,-0.14616,0.43965,0.26999,2,NA
1582,10,106142284,107877787,TRUE,339,3559,0.000813936,0.000247838,0.000100277,0.000219012,TRUE,0.447847,0.447847,FALSE,-0.00226,0.92077,0.0521812,2,NA
1583,10,107877788,108725997,TRUE,254,2092,0.00020273,0.000124426,0.126366,0.0192247,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1584,10,108725998,109579149,TRUE,227,2368,0.000432709,0.000291344,0.00791929,1.83803e-06,TRUE,0.552097,0.552097,FALSE,0.06101,1,0.0315335,2,NA
1585,10,109579150,110358382,TRUE,202,2145,9.65491e-05,0.000244926,0.260599,9.11299e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1586,10,110358383,112164981,TRUE,340,3538,NA,0.000259858,NA,0.000136589,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1587,10,112164982,113117615,TRUE,359,2078,0.000706759,0.000143944,0.000768124,0.0199355,TRUE,0.150722,0.150722,FALSE,-0.71603,0.82021,0.63423,2,NA
1588,10,113117616,114255954,TRUE,299,2563,0.000371448,0.000162028,0.0289442,0.005933,TRUE,0.109294,0.109294,FALSE,-1,0.93706,0.76691,2,NA
1589,10,114255955,115588903,TRUE,487,2656,0.000648987,0.000615272,0.00527687,9.4448e-12,TRUE,0.610057,0.610057,FALSE,0.2521,1,0.00285325,2,NA
1590,10,115588904,116845213,TRUE,349,2551,0.000452674,0.000258929,0.0167126,0.000150163,TRUE,0.294584,0.294584,FALSE,-0.40492,0.95129,0.316343,2,NA
1591,10,116845214,118416049,TRUE,323,3060,NA,0.000205242,NA,0.00128676,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1592,10,118416050,119528730,TRUE,364,2136,0.000123792,0.000260887,0.271119,0.000191116,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1593,10,119528731,120592839,TRUE,377,2528,0.000171499,0.000194353,0.20795,0.00487304,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1594,10,120592840,121874445,TRUE,393,3077,0.0003205,0.000138622,0.0725962,0.0279222,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1595,10,121874446,122803506,TRUE,354,2499,0.000181775,2.91302e-05,0.187201,0.324225,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1596,10,122803507,123856184,TRUE,410,2632,0.000454178,0.000199008,0.0241777,0.00451509,TRUE,-0.194013,-0.194013,FALSE,-1,0.48262,0.579383,2,NA
1597,10,123856185,124894142,TRUE,406,2657,0.000435767,0.000323791,0.0278807,2.40201e-05,TRUE,0.15162,0.15162,FALSE,-0.61895,0.77644,0.60424,2,NA
1598,10,124894143,125798319,TRUE,419,2751,0.000689234,0.000235409,0.00183017,0.00115718,TRUE,0.319404,0.319404,FALSE,-0.31053,0.89788,0.240923,2,NA
1599,10,125798320,126875816,TRUE,407,2660,0.000231165,0.000114749,0.146888,0.0565853,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1600,10,126875817,127997708,TRUE,362,2637,0.0003458,0.000431367,0.0526404,9.57773e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1601,10,127997709,129134738,TRUE,433,2360,0.000683668,0.000176864,0.00221153,0.0110072,TRUE,0.69449,0.69449,FALSE,0.10759,1,0.0267631,2,NA
1602,10,129134739,129831969,TRUE,411,2641,0.000657585,0.000249342,0.00251483,0.000547467,TRUE,0.249132,0.249132,FALSE,-0.38368,0.79222,0.353569,2,NA
1603,10,129831970,130694008,TRUE,493,2474,0.000176704,0.000280179,0.229975,0.000402161,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1604,10,130694009,131694738,TRUE,389,2686,0.000108135,0.000173463,0.3016,0.00867272,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1605,10,131694739,132576793,TRUE,332,2867,0.000427523,0.000281328,0.0190941,3.35471e-05,TRUE,-0.0986564,-0.0986564,FALSE,-1,0.46687,0.730472,2,NA
1606,10,132576794,133111170,TRUE,393,2301,0.000457344,0.000216181,0.0207518,0.0018363,TRUE,0.0616802,0.0616802,FALSE,-0.97644,0.73625,0.851229,2,NA
1607,10,133111171,133818036,TRUE,343,2166,NA,0.000121831,NA,0.0374435,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1608,10,133818037,134856054,TRUE,498,3298,0.000515917,0.000407688,0.0216887,3.46601e-06,TRUE,-0.0649617,-0.0649617,FALSE,-0.9732,0.46118,0.810025,2,NA
1609,10,134856055,135524372,TRUE,215,1602,NA,0.000122845,NA,0.0145304,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1610,11,87150,1061399,TRUE,377,2257,0.000439517,2.61026e-05,0.0226928,0.348109,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1611,11,1061400,1857845,TRUE,305,2462,0.000150402,0.000227288,0.212078,0.00046926,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1612,11,1857846,2477449,TRUE,303,1724,0.000235591,4.86189e-05,0.110007,0.220788,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1613,11,2477450,3362508,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1614,11,3362509,4405707,TRUE,245,2127,0.000131281,2.59102e-05,0.217552,0.315086,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1615,11,4405708,4946051,TRUE,260,2042,0.000282404,0.000101638,0.0589811,0.0425688,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1616,11,4946052,5533057,TRUE,213,2155,NA,2.11202e-06,NA,0.470693,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1617,11,5533058,6180840,TRUE,259,2376,0.000295797,0.000174677,0.0504061,0.00198244,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1618,11,6180841,7191230,TRUE,390,2446,0.000464239,0.000235637,0.0192197,0.000953134,TRUE,0.0497712,0.0497712,FALSE,-0.9949,0.70891,0.875321,2,NA
1619,11,7191231,7915071,TRUE,322,2241,0.000433928,0.000238675,0.0171912,0.000330599,TRUE,0.0987368,0.0987368,FALSE,-0.80253,0.73315,0.74536,2,NA
1620,11,7915072,9080939,TRUE,423,3010,0.000824211,0.000490082,0.00032454,2.38326e-09,TRUE,0.506337,0.506337,FALSE,0.16672,0.89195,0.00764052,2,NA
1621,11,9080940,10370100,TRUE,284,2826,0.00020437,NA,0.134402,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1622,11,10370101,11081299,TRUE,302,1966,0.000266602,9.2884e-05,0.0847838,0.07097,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1623,11,11081300,11632650,TRUE,388,1913,0.000801822,0.000237627,0.00026275,0.000641967,TRUE,0.254223,0.254223,FALSE,-0.3025,0.75035,0.300675,2,NA
1624,11,11632651,12470449,TRUE,435,2370,0.000528915,0.000322195,0.0127845,3.02541e-05,TRUE,-0.464773,-0.464773,FALSE,-1,0.06138,0.0870673,2,NA
1625,11,12470450,13364727,TRUE,320,2154,0.00016491,0.000235385,0.196896,0.000286828,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1626,11,13364728,15126767,TRUE,334,3023,0.000412819,0.00032494,0.0233791,2.82961e-06,TRUE,0.201791,0.201791,FALSE,-0.53608,0.78797,0.465414,2,NA
1627,11,15126768,16383386,TRUE,295,2304,0.000405152,4.22835e-05,0.0196134,0.238494,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1628,11,16383387,17583948,TRUE,283,2383,0.000573612,0.000205254,0.00185938,0.00083109,TRUE,0.43634,0.43634,FALSE,-0.13911,1,0.112715,2,NA
1629,11,17583949,18740267,TRUE,341,2504,0.000688747,0.000319552,0.000753006,5.30274e-06,TRUE,0.432431,0.432431,FALSE,-0.01411,0.87721,0.0542046,2,NA
1630,11,18740268,19780784,TRUE,338,2346,0.000362174,1.98193e-05,0.0397359,0.370442,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1631,11,19780785,20686336,TRUE,456,2411,0.000928389,0.000223958,0.000110856,0.00243808,TRUE,0.0116968,0.0116968,FALSE,-0.70347,0.48768,0.962984,2,NA
1632,11,20686337,21442722,TRUE,354,1909,0.000422181,0.00012038,0.0237004,0.0390679,TRUE,0.739576,0.739576,FALSE,-0.09445,1,0.0803028,2,NA
1633,11,21442723,22368743,TRUE,231,2228,0.000186684,0.000115909,0.133121,0.020026,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1634,11,22368744,23164544,TRUE,177,1798,0.000162334,9.58639e-05,0.13284,0.0252959,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1635,11,23164545,24091272,TRUE,249,2811,0.000252415,0.000305093,0.0758979,7.33135e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1636,11,24091273,24892439,TRUE,271,2646,0.000481115,8.46754e-05,0.00620588,0.077348,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1637,11,24892440,25662918,TRUE,151,2171,0.000397921,6.13809e-05,0.00346422,0.0900031,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1638,11,25662919,26356980,TRUE,185,2817,NA,0.000163952,NA,0.00119837,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1639,11,26356981,27018307,TRUE,192,2024,NA,0.000224667,NA,2.64534e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1640,11,27018308,28577718,TRUE,281,2434,0.00115971,0.000121306,2.2307e-08,0.0246024,TRUE,0.0252743,0.0252743,FALSE,-0.75534,0.56476,0.922313,2,NA
1641,11,28577719,29530460,TRUE,188,1904,0.000645121,0.000275111,7.2401e-05,5.45941e-07,TRUE,0.552075,0.552075,FALSE,0.18401,0.95354,0.0079242,2,NA
1642,11,29530461,30570129,TRUE,197,2074,0.000562746,3.21072e-05,0.000457536,0.253815,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1643,11,30570130,32065771,TRUE,227,1881,0.000385428,0.00016696,0.0136642,0.001945,TRUE,-0.225923,-0.225923,FALSE,-1,0.40564,0.490793,2,NA
1644,11,32065772,32830422,TRUE,203,1871,0.00052841,0.000258252,0.000961715,4.46294e-06,TRUE,0.0644755,0.0644755,FALSE,-0.50797,0.51476,0.782724,2,NA
1645,11,32830423,33905327,TRUE,234,2299,NA,0.000158961,NA,0.00314419,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1646,11,33905328,34672697,TRUE,299,1795,0.00028123,3.23264e-05,0.0720864,0.296218,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1647,11,34672698,35500367,TRUE,229,2314,9.2206e-05,0.000131289,0.281193,0.0100477,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1648,11,35500368,36331189,TRUE,323,1838,0.000403762,4.29907e-05,0.024144,0.246141,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1649,11,36331190,37119024,TRUE,243,1972,0.000211012,7.95054e-05,0.113513,0.0842443,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1650,11,37119025,37953086,TRUE,195,2075,0.000464668,0.000122307,0.00257187,0.00985559,TRUE,0.419236,0.419236,FALSE,-0.32032,1,0.199969,2,NA
1651,11,37953087,39329140,TRUE,199,2607,0.000348552,0.000170373,0.0172884,0.00103323,TRUE,0.184436,0.184436,FALSE,-0.714,0.88594,0.572346,2,NA
1652,11,39329141,40362940,TRUE,281,2171,0.000153699,0.000114417,0.199498,0.0346653,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1653,11,40362941,41603195,TRUE,291,2746,0.000615341,0.000236567,0.00111037,0.00017991,TRUE,0.641374,0.641374,FALSE,0.18171,1,0.0111657,2,NA
1654,11,41603196,42858197,TRUE,237,3574,0.000934203,7.89912e-05,6.31134e-07,0.0802609,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1655,11,42858198,43949377,TRUE,251,2872,0.000546962,0.000268397,0.00170607,9.81607e-06,TRUE,0.491486,0.491486,FALSE,0.01435,1,0.0414446,2,NA
1656,11,43949378,45019559,TRUE,531,2739,0.000271642,0.000341695,0.141645,4.96642e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1657,11,45019560,46316005,TRUE,349,2643,0.00105831,0.000536665,2.02244e-06,3.79074e-12,TRUE,0.490326,0.490326,FALSE,0.19996,0.77435,0.00195658,2,NA
1658,11,46316006,48066366,TRUE,185,2126,0.00102362,0.000250724,6.42196e-09,4.39091e-06,TRUE,0.584968,0.584968,FALSE,0.27039,0.91699,0.00133595,2,NA
1659,11,48066367,48765366,TRUE,54,1672,0.000634351,0.000155003,5.08929e-09,1.83862e-06,TRUE,0.537674,0.537674,FALSE,0.17859,0.86914,0.00748203,2,NA
1660,11,48765367,49386071,TRUE,44,1577,0.000369446,0.000104254,3.52804e-05,0.000165691,TRUE,0.513251,0.513251,FALSE,0.00777,1,0.048955,2,NA
1661,11,49386072,50217008,TRUE,36,1957,0.000348077,2.80397e-05,2.59349e-05,0.0984923,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1662,11,50217009,51098366,TRUE,28,2029,0.00013188,3.03332e-05,0.0215093,0.065007,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1663,11,51098367,51581595,TRUE,23,1573,5.90679e-05,3.36704e-05,0.132506,0.149721,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1664,11,51581596,55477633,TRUE,40,2285,0.000177329,9.55669e-05,0.0118295,0.000302001,TRUE,0.376296,0.376296,FALSE,-0.41468,1,0.268442,2,NA
1665,11,55477634,55947452,TRUE,31,2182,0.000162234,5.81762e-05,0.0101709,0.0055669,TRUE,1,1.04277,FALSE,0.43844,1,0.00959677,2,NA
1666,11,55947453,56623494,TRUE,65,1990,0.00015493,6.85306e-05,0.0480137,0.0137322,TRUE,1,1.06223,FALSE,0.28251,1,0.020928,2,NA
1667,11,56623495,57675986,TRUE,223,1953,0.000834054,0.000193276,3.78465e-06,0.0004353,TRUE,0.0752337,0.0752337,FALSE,-0.47865,0.49869,0.73745,2,NA
1668,11,57675987,58452708,TRUE,96,1906,0.000587503,5.20012e-05,3.04827e-06,0.0713181,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1669,11,58452709,59256232,TRUE,144,1825,0.000407839,7.56097e-05,0.00257729,0.0453042,TRUE,0.628366,0.628366,FALSE,-0.15861,1,0.103375,2,NA
1670,11,59256233,60515105,TRUE,274,2370,0.000851276,0.000228683,1.63674e-05,0.000202486,TRUE,0.232263,0.232263,FALSE,-0.25897,0.65754,0.29584,2,NA
1671,11,60515106,61717117,TRUE,344,1829,0.000739082,0.000412646,0.000387687,2.67926e-08,TRUE,0.39851,0.39851,FALSE,-0.00059,0.79668,0.0465271,2,NA
1672,11,61717118,62800368,TRUE,308,1978,0.000201467,0.000205774,0.146925,0.00107352,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1673,11,62800369,64594822,TRUE,371,2746,0.00082628,0.000441148,0.000152465,8.35191e-09,TRUE,0.479353,0.479353,FALSE,0.12211,0.84929,0.0116931,2,NA
1674,11,64594823,66782661,TRUE,389,3032,0.00156543,0.000484559,1.674e-10,9.94081e-10,TRUE,0.490092,0.490092,FALSE,0.23013,0.74738,0.000754426,2,NA
1675,11,66782662,68000949,TRUE,261,1826,0.000528668,0.000201906,0.00274531,0.000867558,TRUE,0.522115,0.522115,FALSE,-0.02855,1,0.0647353,2,NA
1676,11,68000950,68887344,TRUE,204,1756,0.000674903,0.000162207,7.07144e-05,0.00176178,TRUE,0.569673,0.569673,FALSE,0.08116,1,0.0272161,2,NA
1677,11,68887345,69713996,TRUE,329,1970,0.000283495,0.000252793,0.0797676,0.00015288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1678,11,69713997,71242834,TRUE,516,3760,0.000764135,0.000297789,0.00178454,0.000280434,TRUE,0.345487,0.345487,FALSE,-0.19087,0.86162,0.175763,2,NA
1679,11,71242835,72875068,TRUE,313,3107,0.000538163,0.000216071,0.00438938,0.000865189,TRUE,0.136662,0.136662,FALSE,-0.64979,0.71579,0.633205,2,NA
1680,11,72875069,74399331,TRUE,301,2902,0.000434823,9.23229e-05,0.0145216,0.073982,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1681,11,74399332,75445253,TRUE,305,1905,0.000101311,0.000206905,0.291432,0.000965127,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1682,11,75445254,76518906,TRUE,358,2206,0.000625625,0.000250003,0.00228402,0.000291984,TRUE,0.317948,0.317948,FALSE,-0.26245,0.87592,0.226176,2,NA
1683,11,76518907,77719870,TRUE,223,2288,0.000125799,3.09249e-05,0.217631,0.275968,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1684,11,77719871,78912252,TRUE,410,2328,0.000491923,0.000382825,0.0167406,9.16505e-07,TRUE,0.277931,0.277931,FALSE,-0.30978,0.89046,0.284146,2,NA
1685,11,78912253,79802286,TRUE,383,2085,0.00103359,0.000366467,6.72828e-06,1.42121e-06,TRUE,0.425462,0.425462,FALSE,0.08025,0.78073,0.0243898,2,NA
1686,11,79802287,80726012,TRUE,358,2283,0.000748418,0.000311151,0.000392205,1.23454e-05,TRUE,0.102458,0.102458,FALSE,-0.45072,0.51206,0.644263,2,NA
1687,11,80726013,81658298,TRUE,297,2857,0.000793773,0.000275125,6.7816e-05,2.53359e-05,TRUE,-0.253015,-0.253015,FALSE,-0.86577,0.15772,0.242213,2,NA
1688,11,81658299,82833181,TRUE,272,3057,0.000434552,0.000254025,0.0111229,4.21816e-05,TRUE,-0.173992,-0.173992,FALSE,-1,0.35754,0.530961,2,NA
1689,11,82833182,83677773,TRUE,208,1827,0.000574223,0.00018659,0.000466243,0.00047595,TRUE,0.0819857,0.0819857,FALSE,-0.59126,0.58907,0.74954,2,NA
1690,11,83677774,84613229,TRUE,255,2002,0.000455691,0.000273321,0.00733374,1.03074e-05,TRUE,0.0860807,0.0860807,FALSE,-0.63229,0.60238,0.74181,2,NA
1691,11,84613230,85869059,TRUE,192,2537,0.000237539,0.000277594,0.0637549,8.72871e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1692,11,85869060,86629333,TRUE,238,2051,0.000201361,9.33426e-05,0.118816,0.0482115,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1693,11,86629334,87676870,TRUE,296,3339,0.000390599,0.00012538,0.0232696,0.0233029,TRUE,0.082771,0.082771,FALSE,-1,0.98415,0.836806,2,NA
1694,11,87676871,88359287,TRUE,199,1843,0.000482322,0.000132259,0.00203889,0.00630152,TRUE,0.319297,0.319297,FALSE,-0.42843,1,0.305114,2,NA
1695,11,88359288,89209738,TRUE,100,1848,0.000234653,0.000169302,0.0232227,2.70348e-05,TRUE,0.152762,0.152762,FALSE,-0.71011,0.83457,0.626723,2,NA
1696,11,89209739,90199932,TRUE,115,1553,0.000354577,9.85137e-05,0.00322111,0.00826147,TRUE,NA,1.30956,TRUE,NA,NA,NA,2,NA
1697,11,90199933,90967061,TRUE,131,1891,0.000453064,0.000159044,0.000662405,0.000236117,TRUE,0.751702,0.751702,FALSE,0.31478,1,0.00478214,2,NA
1698,11,90967062,92209168,TRUE,269,2859,0.0006387,6.54464e-05,0.000552768,0.133395,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1699,11,92209169,93576641,TRUE,327,2698,0.000500862,5.68787e-05,0.00814502,0.187725,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1700,11,93576642,94384535,TRUE,184,1937,0.000538467,0.000113308,0.000524416,0.0133863,TRUE,0.0719183,0.0719183,FALSE,-0.83215,0.72043,0.817811,2,NA
1701,11,94384536,95327210,TRUE,334,1912,0.000226096,0.000286535,0.132499,3.04467e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1702,11,95327211,96150134,TRUE,313,1974,0.000402463,8.77406e-05,0.0235108,0.0857783,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1703,11,96150135,97091671,TRUE,248,1905,0.000341232,9.78442e-05,0.0290718,0.0454369,TRUE,-0.204447,-0.204447,FALSE,-1,0.70465,0.647238,2,NA
1704,11,97091672,98145570,TRUE,326,2963,0.000649446,0.000200282,0.00115234,0.00191246,TRUE,-0.00774454,-0.00774454,FALSE,-0.83315,0.52697,0.977578,2,NA
1705,11,98145571,98929380,TRUE,216,2559,0.000206228,6.98184e-05,0.103166,0.0946242,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1706,11,98929381,99619347,TRUE,210,2452,0.000166759,0.000230349,0.14867,3.61011e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1707,11,99619348,100423901,TRUE,284,1991,NA,0.000191187,NA,0.00135735,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1708,11,100423902,101152831,TRUE,223,2266,NA,1.1393e-05,NA,0.403511,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1709,11,101152832,101881252,TRUE,181,2048,0.00026609,0.000218911,0.0415289,2.65744e-05,TRUE,0.0117368,0.0117368,FALSE,-0.98795,0.68383,0.970862,2,NA
1710,11,101881253,102671665,TRUE,291,1852,0.000586855,0.000158014,0.00163936,0.0062743,TRUE,-0.359132,-0.359132,FALSE,-1,0.21898,0.236116,2,NA
1711,11,102671666,103495635,TRUE,203,2558,0.000259931,2.04029e-05,0.0525833,0.332873,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1712,11,103495636,104875270,TRUE,235,3001,0.000623559,7.11214e-05,0.000343229,0.097885,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1713,11,104875271,105932282,TRUE,144,1991,0.000342498,0.000114241,0.00795037,0.00616571,TRUE,0.21633,0.21633,FALSE,-0.75704,1,0.527737,2,NA
1714,11,105932283,107054024,TRUE,278,2335,0.000593188,0.000199733,0.00129374,0.000872444,TRUE,0.539872,0.539872,FALSE,0.02344,1,0.04605,2,NA
1715,11,107054025,107846824,TRUE,196,2319,0.000219832,0.000322497,0.0801095,1.82911e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1716,11,107846825,109891837,TRUE,383,3099,0.000462562,0.0004072,0.0189326,1.01769e-07,TRUE,0.421093,0.421093,FALSE,-0.08965,1,0.0970546,2,NA
1717,11,109891838,111117780,TRUE,314,2609,0.000331472,0.000119377,0.0476416,0.0321893,TRUE,-0.632467,-0.632467,FALSE,-1,0.24,0.159887,2,NA
1718,11,111117781,112755446,TRUE,362,2821,0.000476559,0.000460969,0.0142687,1.75333e-09,TRUE,0.128986,0.128986,FALSE,-0.46485,0.61736,0.583812,2,NA
1719,11,112755447,113889019,TRUE,308,2525,0.00200859,0.000232031,1.14661e-17,0.000319339,TRUE,0.523825,0.523825,FALSE,0.22872,0.87125,0.00184511,2,NA
1720,11,113889020,114742317,TRUE,306,1854,0.000500572,0.000168382,0.0066403,0.00493459,TRUE,0.525195,0.525195,FALSE,-0.12321,1,0.10272,2,NA
