"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_SCZ","p_ASD","p_SCZ","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p"
1551,10,69904171,71050504,TRUE,261,2903,NA,0.000308924,NA,0.0443685,FALSE,NA,NA,NA,NA,NA,NA
1552,10,71050505,71672997,TRUE,378,1964,0.000390186,7.41749e-05,0.250813,0.355202,FALSE,NA,NA,NA,NA,NA,NA
1553,10,71672998,72659223,TRUE,406,2805,NA,0.000231879,NA,0.146468,FALSE,NA,NA,NA,NA,NA,NA
1554,10,72659224,73514214,TRUE,431,2290,NA,0.000210256,NA,0.175323,FALSE,NA,NA,NA,NA,NA,NA
1555,10,73514215,75694023,TRUE,256,2987,NA,5.30292e-05,NA,0.371682,FALSE,NA,NA,NA,NA,NA,NA
1556,10,75694024,77144961,TRUE,175,1873,NA,0.000117201,NA,0.20503,FALSE,NA,NA,NA,NA,NA,NA
1557,10,77144962,78665481,TRUE,329,2493,NA,0.000649655,NA,0.0011297,FALSE,NA,NA,NA,NA,NA,NA
1558,10,78665482,79952996,TRUE,375,2689,NA,0.00103478,NA,4.52065e-06,FALSE,NA,NA,NA,NA,NA,NA
1559,10,79952997,81190573,TRUE,556,2956,NA,0.000909933,NA,0.000442821,FALSE,NA,NA,NA,NA,NA,NA
1560,10,81190574,81763230,TRUE,60,1310,NA,0.000115493,NA,0.0920029,FALSE,NA,NA,NA,NA,NA,NA
1561,10,81763231,82378048,TRUE,159,1797,NA,2.63683e-05,NA,0.40984,FALSE,NA,NA,NA,NA,NA,NA
1562,10,82378049,83596350,TRUE,269,3283,NA,0.000570613,NA,0.00147204,FALSE,NA,NA,NA,NA,NA,NA
1563,10,83596351,84679429,TRUE,257,2282,NA,0.00029641,NA,0.0502542,FALSE,NA,NA,NA,NA,NA,NA
1564,10,84679430,85463484,TRUE,129,2601,NA,0.00029338,NA,0.0135598,FALSE,NA,NA,NA,NA,NA,NA
1565,10,85463485,86459980,TRUE,288,2706,NA,0.000415252,NA,0.0159952,FALSE,NA,NA,NA,NA,NA,NA
1566,10,86459981,87287935,TRUE,167,2337,0.000281267,0.000243426,0.232081,0.0488123,FALSE,NA,NA,NA,NA,NA,NA
1567,10,87287936,88443652,TRUE,314,2761,NA,0.000909822,NA,1.08776e-05,FALSE,NA,NA,NA,NA,NA,NA
1568,10,88443653,89971628,TRUE,331,2361,NA,0.00038557,NA,0.0303458,FALSE,NA,NA,NA,NA,NA,NA
1569,10,89971629,91021321,TRUE,309,2237,NA,0.000653952,NA,0.000782261,FALSE,NA,NA,NA,NA,NA,NA
1570,10,91021322,91960435,TRUE,218,2303,0.000143479,0.000537077,0.364221,0.00114106,FALSE,NA,NA,NA,NA,NA,NA
1571,10,91960436,92911506,TRUE,221,2265,NA,0.000430192,NA,0.00638175,FALSE,NA,NA,NA,NA,NA,NA
1572,10,92911507,94503299,TRUE,225,2624,NA,0.000465503,NA,0.00409779,FALSE,NA,NA,NA,NA,NA,NA
1573,10,94503300,95528160,TRUE,301,2686,0.000137195,0.000447034,0.388003,0.0123761,FALSE,NA,NA,NA,NA,NA,NA
1574,10,95528161,97040172,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,10,97040173,98005994,TRUE,232,2316,0.000143164,0.000182868,0.368404,0.137007,FALSE,NA,NA,NA,NA,NA,NA
1576,10,98005995,99367800,TRUE,386,2593,NA,0.000241422,NA,0.131099,FALSE,NA,NA,NA,NA,NA,NA
1577,10,99367801,100337830,TRUE,291,1920,0.000420781,0.0001761,0.206438,0.170892,FALSE,NA,NA,NA,NA,NA,NA
1578,10,100337831,101271451,TRUE,129,1608,0.000515792,0.000398103,0.0739731,0.0018087,FALSE,NA,NA,NA,NA,NA,NA
1579,10,101271452,102509298,TRUE,272,2362,NA,0.000361676,NA,0.026656,FALSE,NA,NA,NA,NA,NA,NA
1580,10,102509299,104206837,TRUE,358,2478,0.000223999,0.00107683,0.341177,1.4221e-06,FALSE,NA,NA,NA,NA,NA,NA
1581,10,104206838,106142283,TRUE,365,3476,0.00131207,0.00105917,0.0152431,2.42678e-06,TRUE,0.591217,0.591217,FALSE,0.08423,1,0.0227553
1582,10,106142284,107877787,TRUE,322,3500,NA,0.000672106,NA,0.000708383,FALSE,NA,NA,NA,NA,NA,NA
1583,10,107877788,108725997,TRUE,219,1998,NA,7.62592e-05,NA,0.311052,FALSE,NA,NA,NA,NA,NA,NA
1584,10,108725998,109579149,TRUE,211,2297,NA,0.00023665,NA,0.0768377,FALSE,NA,NA,NA,NA,NA,NA
1585,10,109579150,110358382,TRUE,186,2077,NA,7.55646e-05,NA,0.296861,FALSE,NA,NA,NA,NA,NA,NA
1586,10,110358383,112164981,TRUE,324,3459,0.00086262,NA,0.0620862,NA,FALSE,NA,NA,NA,NA,NA,NA
1587,10,112164982,113117615,TRUE,321,1979,NA,0.00069152,NA,0.000526889,FALSE,NA,NA,NA,NA,NA,NA
1588,10,113117616,114255954,TRUE,259,2460,NA,0.000270025,NA,0.0662539,FALSE,NA,NA,NA,NA,NA,NA
1589,10,114255955,115588903,TRUE,411,2495,0.000253831,0.000485095,0.333672,0.0174164,FALSE,NA,NA,NA,NA,NA,NA
1590,10,115588904,116845213,TRUE,317,2494,NA,0.000297281,NA,0.0671968,FALSE,NA,NA,NA,NA,NA,NA
1591,10,116845214,118416049,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,10,118416050,119528730,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,10,119528731,120592839,TRUE,326,2425,0.000279862,0.000299663,0.298897,0.0688827,FALSE,NA,NA,NA,NA,NA,NA
1594,10,120592840,121874445,TRUE,365,3015,NA,0.000292422,NA,0.0832069,FALSE,NA,NA,NA,NA,NA,NA
1595,10,121874446,122803506,TRUE,323,2411,NA,0.000206328,NA,0.146885,FALSE,NA,NA,NA,NA,NA,NA
1596,10,122803507,123856184,TRUE,382,2542,NA,0.000367429,NA,0.046957,FALSE,NA,NA,NA,NA,NA,NA
1597,10,123856185,124894142,TRUE,376,2586,0.000393553,0.000366956,0.248511,0.0459938,FALSE,NA,NA,NA,NA,NA,NA
1598,10,124894143,125798319,TRUE,371,2643,NA,0.000357573,NA,0.048588,FALSE,NA,NA,NA,NA,NA,NA
1599,10,125798320,126875816,TRUE,351,2551,0.000128005,6.62863e-05,0.402132,0.36399,FALSE,NA,NA,NA,NA,NA,NA
1600,10,126875817,127997708,TRUE,313,2531,1.2258e-05,0.000366681,0.480324,0.0331421,FALSE,NA,NA,NA,NA,NA,NA
1601,10,127997709,129134738,TRUE,376,2230,NA,0.000591985,NA,0.00393627,FALSE,NA,NA,NA,NA,NA,NA
1602,10,129134739,129831969,TRUE,381,2542,0.000480351,0.000624205,0.207322,0.00276442,FALSE,NA,NA,NA,NA,NA,NA
1603,10,129831970,130694008,TRUE,398,2284,0.00042105,0.000243976,0.240552,0.13173,FALSE,NA,NA,NA,NA,NA,NA
1604,10,130694009,131694738,TRUE,276,2460,0.000176946,0.000201838,0.354186,0.13315,FALSE,NA,NA,NA,NA,NA,NA
1605,10,131694739,132576793,TRUE,296,2788,0.000166678,0.00045704,0.366105,0.0100231,FALSE,NA,NA,NA,NA,NA,NA
1606,10,132576794,133111170,TRUE,370,2254,NA,0.000280397,NA,0.093439,FALSE,NA,NA,NA,NA,NA,NA
1607,10,133111171,133818036,TRUE,322,2110,2.41602e-05,NA,0.47196,NA,FALSE,NA,NA,NA,NA,NA,NA
1608,10,133818037,134856054,TRUE,438,3096,0.000890292,0.000322298,0.0843818,0.0842944,FALSE,NA,NA,NA,NA,NA,NA
1609,10,134856055,135524372,TRUE,118,1264,8.69136e-06,NA,0.472258,NA,FALSE,NA,NA,NA,NA,NA,NA
1610,11,87150,1061399,TRUE,275,1908,NA,0.000419019,NA,0.0135052,FALSE,NA,NA,NA,NA,NA,NA
1611,11,1061400,1857845,TRUE,262,2254,NA,0.000319752,NA,0.0394538,FALSE,NA,NA,NA,NA,NA,NA
1612,11,1857846,2477449,TRUE,217,1537,0.000258872,4.29195e-05,0.275031,0.383268,FALSE,NA,NA,NA,NA,NA,NA
1613,11,2477450,3362508,TRUE,398,1839,NA,4.28806e-05,NA,0.41301,FALSE,NA,NA,NA,NA,NA,NA
1614,11,3362509,4405707,TRUE,211,1878,0.000468668,0.000140701,0.145523,0.184814,FALSE,NA,NA,NA,NA,NA,NA
1615,11,4405708,4946051,TRUE,252,2002,NA,0.000244178,NA,0.0830305,FALSE,NA,NA,NA,NA,NA,NA
1616,11,4946052,5533057,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,11,5533058,6180840,TRUE,252,2340,NA,0.000275542,NA,0.059865,FALSE,NA,NA,NA,NA,NA,NA
1618,11,6180841,7191230,TRUE,357,2369,NA,0.000473234,NA,0.0139014,FALSE,NA,NA,NA,NA,NA,NA
1619,11,7191231,7915071,TRUE,287,2156,NA,0.000388703,NA,0.0219244,FALSE,NA,NA,NA,NA,NA,NA
1620,11,7915072,9080939,TRUE,396,2906,NA,0.000715494,NA,0.00101671,FALSE,NA,NA,NA,NA,NA,NA
1621,11,9080940,10370100,TRUE,271,2771,NA,0.000177291,NA,0.161185,FALSE,NA,NA,NA,NA,NA,NA
1622,11,10370101,11081299,TRUE,277,1903,NA,0.000277465,NA,0.0682605,FALSE,NA,NA,NA,NA,NA,NA
1623,11,11081300,11632650,TRUE,374,1876,NA,0.000654709,NA,0.00171064,FALSE,NA,NA,NA,NA,NA,NA
1624,11,11632651,12470449,TRUE,390,2247,7.77712e-05,0.000403441,0.439382,0.0344001,FALSE,NA,NA,NA,NA,NA,NA
1625,11,12470450,13364727,TRUE,306,2121,4.3302e-05,0.000146421,0.45704,0.217872,FALSE,NA,NA,NA,NA,NA,NA
1626,11,13364728,15126767,TRUE,326,2955,NA,0.000358447,NA,0.0389662,FALSE,NA,NA,NA,NA,NA,NA
1627,11,15126768,16383386,TRUE,269,2234,NA,0.000322896,NA,0.0405353,FALSE,NA,NA,NA,NA,NA,NA
1628,11,16383387,17583948,TRUE,261,2312,0.000602254,0.000532169,0.113072,0.00246693,FALSE,NA,NA,NA,NA,NA,NA
1629,11,17583949,18740267,TRUE,306,2425,NA,0.000528658,NA,0.0044927,FALSE,NA,NA,NA,NA,NA,NA
1630,11,18740268,19780784,TRUE,298,2247,NA,0.000303809,NA,0.0573352,FALSE,NA,NA,NA,NA,NA,NA
1631,11,19780785,20686336,TRUE,409,2306,0.000239683,0.000922842,0.341524,5.83739e-05,FALSE,NA,NA,NA,NA,NA,NA
1632,11,20686337,21442722,TRUE,303,1805,NA,0.000416682,NA,0.0176031,FALSE,NA,NA,NA,NA,NA,NA
1633,11,21442723,22368743,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,11,22368744,23164544,TRUE,152,1745,NA,0.000166983,NA,0.109791,FALSE,NA,NA,NA,NA,NA,NA
1635,11,23164545,24091272,TRUE,235,2760,0.000258331,0.000247539,0.283002,0.0742466,FALSE,NA,NA,NA,NA,NA,NA
1636,11,24091273,24892439,TRUE,250,2584,NA,0.000438841,NA,0.00854954,FALSE,NA,NA,NA,NA,NA,NA
1637,11,24892440,25662918,TRUE,123,2006,NA,0.000337744,NA,0.00523826,FALSE,NA,NA,NA,NA,NA,NA
1638,11,25662919,26356980,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,11,26356981,27018307,TRUE,183,1991,0.000608833,NA,0.0748469,NA,FALSE,NA,NA,NA,NA,NA,NA
1640,11,27018308,28577718,TRUE,265,2371,NA,0.000985382,NA,5.69034e-07,FALSE,NA,NA,NA,NA,NA,NA
1641,11,28577719,29530460,TRUE,185,1879,0.000235334,0.000641624,0.277292,6.84295e-05,FALSE,NA,NA,NA,NA,NA,NA
1642,11,29530461,30570129,TRUE,190,2041,NA,0.000597118,NA,0.000192449,FALSE,NA,NA,NA,NA,NA,NA
1643,11,30570130,32065771,TRUE,206,1808,0.000617401,0.000234935,0.0833879,0.0718984,FALSE,NA,NA,NA,NA,NA,NA
1644,11,32065772,32830422,TRUE,191,1819,0.000222573,0.000359256,0.290241,0.0123774,FALSE,NA,NA,NA,NA,NA,NA
1645,11,32830423,33905327,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,11,33905328,34672697,TRUE,254,1713,NA,0.000317015,NA,0.0387469,FALSE,NA,NA,NA,NA,NA,NA
1647,11,34672698,35500367,TRUE,209,2259,0.000223008,0.000109289,0.298038,0.238541,FALSE,NA,NA,NA,NA,NA,NA
1648,11,35500368,36331189,TRUE,280,1733,NA,0.000354435,NA,0.0308062,FALSE,NA,NA,NA,NA,NA,NA
1649,11,36331190,37119024,TRUE,212,1880,NA,0.000169628,NA,0.145664,FALSE,NA,NA,NA,NA,NA,NA
1650,11,37119025,37953086,TRUE,188,2052,NA,0.000376618,NA,0.00947485,FALSE,NA,NA,NA,NA,NA,NA
1651,11,37953087,39329140,TRUE,175,2509,NA,0.000134489,NA,0.177174,FALSE,NA,NA,NA,NA,NA,NA
1652,11,39329141,40362940,TRUE,248,2075,NA,0.000184037,NA,0.143803,FALSE,NA,NA,NA,NA,NA,NA
1653,11,40362941,41603195,TRUE,280,2688,0.000175269,0.000495687,0.356367,0.00531538,FALSE,NA,NA,NA,NA,NA,NA
1654,11,41603196,42858197,TRUE,226,3532,NA,0.000974356,NA,1.50163e-07,FALSE,NA,NA,NA,NA,NA,NA
1655,11,42858198,43949377,TRUE,240,2814,0.000483385,0.000480271,0.153132,0.00397251,FALSE,NA,NA,NA,NA,NA,NA
1656,11,43949378,45019559,TRUE,471,2621,NA,0.00027829,NA,0.121471,FALSE,NA,NA,NA,NA,NA,NA
1657,11,45019560,46316005,TRUE,319,2490,5.63335e-05,0.000989969,0.448491,2.96545e-06,FALSE,NA,NA,NA,NA,NA,NA
1658,11,46316006,48066366,TRUE,178,2054,NA,0.00103292,NA,2.59154e-09,FALSE,NA,NA,NA,NA,NA,NA
1659,11,48066367,48765366,TRUE,47,1589,NA,0.00059957,NA,5.90738e-09,FALSE,NA,NA,NA,NA,NA,NA
1660,11,48765367,49386071,TRUE,41,1512,3.77655e-05,0.000400801,0.395863,7.53125e-06,FALSE,NA,NA,NA,NA,NA,NA
1661,11,49386072,50217008,TRUE,34,1915,NA,0.000318063,NA,6.21728e-05,FALSE,NA,NA,NA,NA,NA,NA
1662,11,50217009,51098366,TRUE,28,1959,NA,0.000119977,NA,0.0306903,FALSE,NA,NA,NA,NA,NA,NA
1663,11,51098367,51581595,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,11,51581596,55477633,TRUE,39,2176,1.71935e-06,0.00016226,0.466298,0.0169988,FALSE,NA,NA,NA,NA,NA,NA
1665,11,55477634,55947452,TRUE,31,2140,NA,0.000167992,NA,0.00849085,FALSE,NA,NA,NA,NA,NA,NA
1666,11,55947453,56623494,TRUE,63,1957,NA,0.000161985,NA,0.0395507,FALSE,NA,NA,NA,NA,NA,NA
1667,11,56623495,57675986,TRUE,219,1926,NA,0.000939251,NA,2.78393e-07,FALSE,NA,NA,NA,NA,NA,NA
1668,11,57675987,58452708,TRUE,93,1879,NA,0.000498589,NA,3.32297e-05,FALSE,NA,NA,NA,NA,NA,NA
1669,11,58452709,59256232,TRUE,131,1709,0.000365501,0.00036641,0.147842,0.00385964,FALSE,NA,NA,NA,NA,NA,NA
1670,11,59256233,60515105,TRUE,252,2222,NA,0.0005068,NA,0.00321525,FALSE,NA,NA,NA,NA,NA,NA
1671,11,60515106,61717117,TRUE,313,1773,NA,0.000667103,NA,0.000703514,FALSE,NA,NA,NA,NA,NA,NA
1672,11,61717118,62800368,TRUE,301,1951,NA,0.000110485,NA,0.273682,FALSE,NA,NA,NA,NA,NA,NA
1673,11,62800369,64594822,TRUE,339,2640,NA,0.00081763,NA,9.68399e-05,FALSE,NA,NA,NA,NA,NA,NA
1674,11,64594823,66782661,TRUE,384,2982,NA,0.00129563,NA,4.25841e-08,FALSE,NA,NA,NA,NA,NA,NA
1675,11,66782662,68000949,TRUE,233,1704,NA,0.000387959,NA,0.0138227,FALSE,NA,NA,NA,NA,NA,NA
1676,11,68000950,68887344,TRUE,193,1690,NA,0.000756546,NA,7.83537e-06,FALSE,NA,NA,NA,NA,NA,NA
1677,11,68887345,69713996,TRUE,292,1894,0.000352988,0.000282344,0.244325,0.0688116,FALSE,NA,NA,NA,NA,NA,NA
1678,11,69713997,71242834,TRUE,484,3651,0.000628139,0.000726311,0.173735,0.00210367,FALSE,NA,NA,NA,NA,NA,NA
1679,11,71242835,72875068,TRUE,293,3027,NA,0.000533803,NA,0.00365757,FALSE,NA,NA,NA,NA,NA,NA
1680,11,72875069,74399331,TRUE,280,2741,0.0003398,0.000382659,0.24771,0.0219989,FALSE,NA,NA,NA,NA,NA,NA
1681,11,74399332,75445253,TRUE,281,1853,0.0010439,NA,0.0247657,NA,FALSE,NA,NA,NA,NA,NA,NA
1682,11,75445254,76518906,TRUE,327,2126,0.000431815,0.000659983,0.213754,0.000935695,FALSE,NA,NA,NA,NA,NA,NA
1683,11,76518907,77719870,TRUE,200,2219,NA,7.55577e-05,NA,0.303848,FALSE,NA,NA,NA,NA,NA,NA
1684,11,77719871,78912252,TRUE,367,2226,NA,0.000541792,NA,0.00686884,FALSE,NA,NA,NA,NA,NA,NA
1685,11,78912253,79802286,TRUE,356,1992,0.000331198,0.000774653,0.276822,0.000260036,FALSE,NA,NA,NA,NA,NA,NA
1686,11,79802287,80726012,TRUE,329,2212,NA,0.000442163,NA,0.0161281,FALSE,NA,NA,NA,NA,NA,NA
1687,11,80726013,81658298,TRUE,287,2794,NA,0.000655282,NA,0.000556627,FALSE,NA,NA,NA,NA,NA,NA
1688,11,81658299,82833181,TRUE,268,2995,NA,0.000472116,NA,0.00636665,FALSE,NA,NA,NA,NA,NA,NA
1689,11,82833182,83677773,TRUE,199,1783,0.000210487,0.000492557,0.303403,0.00161929,FALSE,NA,NA,NA,NA,NA,NA
1690,11,83677774,84613229,TRUE,239,1960,4.61913e-05,0.00054376,0.44903,0.00152667,FALSE,NA,NA,NA,NA,NA,NA
1691,11,84613230,85869059,TRUE,185,2489,0.000541179,0.000213621,0.0995223,0.0798855,FALSE,NA,NA,NA,NA,NA,NA
1692,11,85869060,86629333,TRUE,226,1994,NA,0.000205459,NA,0.108128,FALSE,NA,NA,NA,NA,NA,NA
1693,11,86629334,87676870,TRUE,271,3254,NA,0.000397904,NA,0.017366,FALSE,NA,NA,NA,NA,NA,NA
1694,11,87676871,88359287,TRUE,192,1813,NA,0.000449135,NA,0.00312563,FALSE,NA,NA,NA,NA,NA,NA
1695,11,88359288,89209738,TRUE,94,1808,0.000255284,0.000194245,0.190095,0.041959,FALSE,NA,NA,NA,NA,NA,NA
1696,11,89209739,90199932,TRUE,109,1509,NA,0.000289854,NA,0.00974142,FALSE,NA,NA,NA,NA,NA,NA
1697,11,90199933,90967061,TRUE,123,1858,NA,0.000390604,NA,0.00190025,FALSE,NA,NA,NA,NA,NA,NA
1698,11,90967062,92209168,TRUE,250,2770,NA,0.000576397,NA,0.00105366,FALSE,NA,NA,NA,NA,NA,NA
1699,11,92209169,93576641,TRUE,297,2618,NA,0.000605539,NA,0.00135862,FALSE,NA,NA,NA,NA,NA,NA
1700,11,93576642,94384535,TRUE,176,1887,NA,0.000622474,NA,7.26689e-05,FALSE,NA,NA,NA,NA,NA,NA
1701,11,94384536,95327210,TRUE,285,1798,NA,0.000220793,NA,0.1186,FALSE,NA,NA,NA,NA,NA,NA
1702,11,95327211,96150134,TRUE,294,1889,0.000620448,0.000228583,0.119538,0.113713,FALSE,NA,NA,NA,NA,NA,NA
1703,11,96150135,97091671,TRUE,219,1810,NA,0.000302671,NA,0.0358566,FALSE,NA,NA,NA,NA,NA,NA
1704,11,97091672,98145570,TRUE,318,2903,NA,0.00062511,NA,0.00144065,FALSE,NA,NA,NA,NA,NA,NA
1705,11,98145571,98929380,TRUE,200,2496,NA,0.000206716,NA,0.0938018,FALSE,NA,NA,NA,NA,NA,NA
1706,11,98929381,99619347,TRUE,201,2425,NA,8.29654e-05,NA,0.289398,FALSE,NA,NA,NA,NA,NA,NA
1707,11,99619348,100423901,TRUE,271,1949,NA,1.13815e-05,NA,0.463405,FALSE,NA,NA,NA,NA,NA,NA
1708,11,100423902,101152831,TRUE,210,2205,0.000741258,NA,0.0519656,NA,FALSE,NA,NA,NA,NA,NA,NA
1709,11,101152832,101881252,TRUE,177,2023,NA,0.00032231,NA,0.0183145,FALSE,NA,NA,NA,NA,NA,NA
1710,11,101881253,102671665,TRUE,282,1826,NA,0.000544773,NA,0.00267254,FALSE,NA,NA,NA,NA,NA,NA
1711,11,102671666,103495635,TRUE,189,2493,NA,0.000233024,NA,0.0649123,FALSE,NA,NA,NA,NA,NA,NA
1712,11,103495636,104875270,TRUE,220,2911,NA,0.000509919,NA,0.00176904,FALSE,NA,NA,NA,NA,NA,NA
1713,11,104875271,105932282,TRUE,133,1950,0.000578995,0.000341389,0.0562255,0.0063231,FALSE,NA,NA,NA,NA,NA,NA
1714,11,105932283,107054024,TRUE,265,2277,NA,0.000483944,NA,0.00525798,FALSE,NA,NA,NA,NA,NA,NA
1715,11,107054025,107846824,TRUE,187,2285,0.000294762,0.000190257,0.234407,0.104316,FALSE,NA,NA,NA,NA,NA,NA
1716,11,107846825,109891837,TRUE,349,2930,NA,0.000379629,NA,0.0353581,FALSE,NA,NA,NA,NA,NA,NA
1717,11,109891838,111117780,TRUE,287,2555,0.000253787,0.000421474,0.304229,0.0146923,FALSE,NA,NA,NA,NA,NA,NA
1718,11,111117781,112755446,TRUE,335,2753,NA,0.000176546,NA,0.187219,FALSE,NA,NA,NA,NA,NA,NA
1719,11,112755447,113889019,TRUE,284,2454,NA,0.00186259,NA,1.24097e-16,FALSE,NA,NA,NA,NA,NA,NA
1720,11,113889020,114742317,TRUE,274,1770,0.000122368,0.000493873,0.393929,0.00504946,FALSE,NA,NA,NA,NA,NA,NA
1721,11,114742318,116247377,TRUE,477,2956,NA,0.000849283,NA,0.000429552,FALSE,NA,NA,NA,NA,NA,NA
1722,11,116247378,117295641,TRUE,350,2774,0.000997578,0.000412531,0.0443209,0.025231,TRUE,0.484419,0.484419,FALSE,-0.46026,1,0.254794
1723,11,117295642,118901213,TRUE,534,3570,NA,0.000802334,NA,0.00130453,FALSE,NA,NA,NA,NA,NA,NA
1724,11,118901214,120064528,TRUE,377,2297,0.000122012,0.000443098,0.409355,0.0215963,FALSE,NA,NA,NA,NA,NA,NA
1725,11,120064529,121208186,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,11,121208187,122589224,TRUE,365,2587,NA,0.000500461,NA,0.0108114,FALSE,NA,NA,NA,NA,NA,NA
1727,11,122589225,123398882,TRUE,329,1957,NA,0.000661367,NA,0.000924877,FALSE,NA,NA,NA,NA,NA,NA
1728,11,123398883,124403477,TRUE,244,2886,0.000651052,0.00091352,0.0894537,1.22705e-06,FALSE,NA,NA,NA,NA,NA,NA
1729,11,124403478,125266684,TRUE,361,1839,0.000141567,0.0012288,0.394527,8.15214e-08,FALSE,NA,NA,NA,NA,NA,NA
1730,11,125266685,126304240,TRUE,309,2527,0.000140125,0.0007226,0.387341,0.000253191,FALSE,NA,NA,NA,NA,NA,NA
1731,11,126304241,127306871,TRUE,380,2525,NA,0.000649678,NA,0.0020036,FALSE,NA,NA,NA,NA,NA,NA
1732,11,127306872,128262550,TRUE,259,2230,NA,0.000442932,NA,0.00844685,FALSE,NA,NA,NA,NA,NA,NA
1733,11,128262551,129451784,TRUE,425,2490,0.000368175,0.000385363,0.274034,0.049253,FALSE,NA,NA,NA,NA,NA,NA
1734,11,129451785,130500783,TRUE,374,2370,NA,0.000990922,NA,1.00222e-05,FALSE,NA,NA,NA,NA,NA,NA
1735,11,130500784,131424361,TRUE,358,1994,0.000233997,0.000467098,0.334965,0.0148745,FALSE,NA,NA,NA,NA,NA,NA
1736,11,131424362,132584401,TRUE,493,2749,0.00064836,0.00140482,0.168539,9.03523e-08,FALSE,NA,NA,NA,NA,NA,NA
1737,11,132584402,133521642,TRUE,419,2220,NA,0.000440035,NA,0.0278904,FALSE,NA,NA,NA,NA,NA,NA
1738,11,133521643,134351064,TRUE,382,1791,NA,0.00155461,NA,1.39063e-10,FALSE,NA,NA,NA,NA,NA,NA
1739,11,134351065,134946450,TRUE,280,2281,NA,0.00040743,NA,0.016125,FALSE,NA,NA,NA,NA,NA,NA
1740,12,60317,1078397,TRUE,306,1970,NA,0.000253465,NA,0.0952281,FALSE,NA,NA,NA,NA,NA,NA
1741,12,1078398,1942426,TRUE,257,2038,0.000142229,0.000439828,0.375354,0.00857842,FALSE,NA,NA,NA,NA,NA,NA
1742,12,1942427,3069506,TRUE,368,2331,NA,0.00126783,NA,4.04048e-08,FALSE,NA,NA,NA,NA,NA,NA
1743,12,3069507,3871114,TRUE,398,2224,NA,3.24865e-06,NA,0.48463,FALSE,NA,NA,NA,NA,NA,NA
1744,12,3871115,4967643,TRUE,394,2168,NA,0.000205625,NA,0.169714,FALSE,NA,NA,NA,NA,NA,NA
1745,12,4967644,6023700,TRUE,415,2347,NA,0.00059491,NA,0.00538707,FALSE,NA,NA,NA,NA,NA,NA
1746,12,6023701,6948954,TRUE,301,1869,NA,0.000331506,NA,0.0441372,FALSE,NA,NA,NA,NA,NA,NA
1747,12,6948955,8123317,TRUE,324,2364,0.00106711,0.000599984,0.030067,0.00202563,TRUE,0.409273,0.409273,FALSE,-0.3166,1,0.23072
1748,12,8123318,8760628,TRUE,82,687,NA,3.58223e-05,NA,0.341391,FALSE,NA,NA,NA,NA,NA,NA
1749,12,8760629,10176713,TRUE,364,2899,NA,0.00049034,NA,0.0119723,FALSE,NA,NA,NA,NA,NA,NA
1750,12,10176714,10946140,TRUE,194,1759,NA,0.000146002,NA,0.166439,FALSE,NA,NA,NA,NA,NA,NA
1751,12,10946141,11742149,TRUE,125,1715,NA,7.56021e-05,NA,0.25859,FALSE,NA,NA,NA,NA,NA,NA
1752,12,11742150,12721874,TRUE,332,2039,NA,0.000479088,NA,0.0106033,FALSE,NA,NA,NA,NA,NA,NA
1753,12,12721875,13559527,TRUE,285,1613,NA,0.000163499,NA,0.185539,FALSE,NA,NA,NA,NA,NA,NA
1754,12,13559528,14656849,TRUE,350,2704,NA,0.000850295,NA,6.65028e-05,FALSE,NA,NA,NA,NA,NA,NA
1755,12,14656850,16136742,TRUE,313,2223,NA,0.00044049,NA,0.0147768,FALSE,NA,NA,NA,NA,NA,NA
1756,12,16136743,17374895,TRUE,287,1882,NA,4.9341e-05,NA,0.38471,FALSE,NA,NA,NA,NA,NA,NA
1757,12,17374896,18470023,TRUE,233,2712,NA,0.000430985,NA,0.00751748,FALSE,NA,NA,NA,NA,NA,NA
1758,12,18470024,19532765,TRUE,264,2440,NA,0.000395958,NA,0.0167918,FALSE,NA,NA,NA,NA,NA,NA
1759,12,19532766,20074930,TRUE,165,1963,NA,2.74311e-05,NA,0.408922,FALSE,NA,NA,NA,NA,NA,NA
1760,12,20074931,20866285,TRUE,295,1918,NA,0.000262848,NA,0.0835219,FALSE,NA,NA,NA,NA,NA,NA
1761,12,20866286,21572252,TRUE,136,2146,0.000243511,9.90254e-06,0.239906,0.452902,FALSE,NA,NA,NA,NA,NA,NA
1762,12,21572253,22928055,TRUE,310,2450,NA,0.0003368,NA,0.0446364,FALSE,NA,NA,NA,NA,NA,NA
