"locus","chr","start","stop","processed","K","n_snps","h2_MDD_noUKB","h2_BIP_noUKB","p_MDD_noUKB","p_BIP_noUKB","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1407,9,29596502,30410078,TRUE,173,1902,0.000439352,0.000269679,0.00119563,1.12828e-05,TRUE,0.320398,0.320398,FALSE,-0.17742,0.869,0.185506,2,NA
1408,9,30410079,31115153,TRUE,121,1772,0.000200137,0.000269821,0.0418867,6.06402e-07,TRUE,0.152914,0.152914,FALSE,-0.6319,0.91949,0.617259,2,NA
1409,9,31115154,32253283,TRUE,189,3431,1.73269e-05,0.000128124,0.436447,0.0156941,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1410,9,32253284,33194892,TRUE,279,2265,8.66071e-05,0.00012404,0.294597,0.0414622,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1411,9,33194893,34704544,TRUE,288,2952,0.000136297,8.69858e-05,0.20783,0.109298,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1412,9,34704545,36749273,TRUE,496,3444,0.000283656,0.000405401,0.10373,2.878e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1413,9,36749274,37687112,TRUE,328,2006,8.57895e-05,0.000117141,0.310324,0.0629182,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1414,9,37687113,38822977,TRUE,366,2372,NA,0.000169486,NA,0.021277,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1415,9,38822978,43903829,TRUE,11,64,NA,2.84317e-05,NA,0.0513086,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1416,9,43903830,66673058,TRUE,4,30,0.000115878,1.80458e-05,0.00874946,0.0523563,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1417,9,66673059,70939677,TRUE,2,9,1.48045e-05,3.47972e-06,0.149843,0.206538,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1418,9,70939678,72288878,TRUE,356,2538,3.66269e-05,0.000462082,0.414048,1.14205e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1419,9,72288879,73915494,TRUE,351,3670,0.00040968,0.000274185,0.0179012,0.000457251,TRUE,0.14923,0.14923,FALSE,-0.62574,0.90582,0.623789,2,NA
1420,9,73915495,74950318,TRUE,325,1993,0.000181125,0.000367555,0.157738,5.4561e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1421,9,74950319,76197744,TRUE,202,2440,0.000159937,0.000171383,0.131194,0.00335814,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1422,9,76197745,77862308,TRUE,385,3197,0.000339474,0.000569994,0.0465548,1.49594e-09,TRUE,0.313123,0.313123,FALSE,-0.23817,1,0.235709,2,NA
1423,9,77862309,78630915,TRUE,316,2189,0.000253821,0.000131175,0.0799548,0.0411288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1424,9,78630916,79451035,TRUE,409,2164,0.000231811,0.00035739,0.126857,4.16349e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1425,9,79451036,80137024,TRUE,238,1909,0.00022316,0.00034439,0.0787819,3.1829e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1426,9,80137025,81161597,TRUE,269,2113,NA,0.000263319,NA,0.000274225,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1427,9,81161598,82601465,TRUE,521,2807,0.000291995,0.000486774,0.102229,1.3093e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1428,9,82601466,83455502,TRUE,230,2656,0.000155504,7.76174e-05,0.152053,0.109854,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1429,9,83455503,85135751,TRUE,472,3215,0.000278893,0.000396343,0.102227,3.24744e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1430,9,85135752,86769886,TRUE,454,3407,2.58998e-05,0.000492312,0.442967,2.41188e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1431,9,86769887,87815449,TRUE,320,2602,0.000162099,0.000180376,0.180283,0.0100979,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1432,9,87815450,89171796,TRUE,319,2635,0.000512937,0.000500981,0.00353162,6.4057e-09,TRUE,-0.187916,-0.187916,FALSE,-0.80146,0.24845,0.385253,2,NA
1433,9,89171797,90135154,TRUE,347,2416,5.26536e-05,0.000161761,0.379973,0.0219002,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1434,9,90135155,90890979,TRUE,241,1935,0.000194149,0.000236444,0.109041,0.000424717,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1435,9,90890980,91643255,TRUE,193,1862,0.000138356,9.90896e-05,0.158438,0.0476944,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1436,9,91643256,92500277,TRUE,259,1917,5.01582e-05,0.000294389,0.368836,3.88228e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1437,9,92500278,93441050,TRUE,255,2203,3.32762e-05,0.000257411,0.406779,0.000272856,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1438,9,93441051,94175374,TRUE,255,1831,NA,0.000113652,NA,0.0534873,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1439,9,94175375,94924482,TRUE,203,2249,0.000228478,0.000151372,0.0590367,0.00840959,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1440,9,94924483,95854925,TRUE,159,2002,0.000246611,0.000139561,0.0311992,0.00794026,TRUE,-0.435869,-0.435869,FALSE,-1,0.3493,0.259481,2,NA
1441,9,95854926,96670171,TRUE,207,2247,0.000300498,0.000324659,0.0238692,2.45392e-06,TRUE,0.340593,0.340593,FALSE,-0.26856,1,0.228154,2,NA
1442,9,96670172,97418633,TRUE,170,1662,0.000186491,0.000283321,0.0807153,2.85807e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1443,9,97418634,98885862,TRUE,356,2794,0.00021023,0.000308526,0.134427,0.000169136,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1444,9,98885863,100310517,TRUE,250,2122,0.000382987,0.000275527,0.0112091,8.3856e-05,TRUE,-0.0184812,-0.0184812,FALSE,-0.79427,0.59224,0.947743,2,NA
1445,9,100310518,101596750,TRUE,414,2917,NA,0.00052596,NA,2.54424e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1446,9,101596751,103165725,TRUE,326,2566,0.000339764,0.000441104,0.034243,1.06277e-07,TRUE,0.293877,0.293877,FALSE,-0.29879,1,0.277752,2,NA
1447,9,103165726,104222848,TRUE,235,2406,NA,0.000122922,NA,0.0332989,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1448,9,104222849,105043411,TRUE,259,2409,NA,0.000230075,NA,0.000674649,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1449,9,105043412,105846545,TRUE,202,2626,7.13318e-05,0.000122245,0.298644,0.0233889,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1450,9,105846546,107061019,TRUE,259,3319,0.000274656,0.000213569,0.0490736,0.00207758,TRUE,0.630076,0.630076,FALSE,-0.10323,1,0.088973,2,NA
1451,9,107061020,108203095,TRUE,376,3182,0.000533573,0.000185562,0.00456027,0.0140039,TRUE,-0.212188,-0.212188,FALSE,-1,0.46923,0.521041,2,NA
1452,9,108203096,109150717,TRUE,212,1737,0.00021695,0.00015045,0.0730944,0.00995861,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1453,9,109150718,110630150,TRUE,551,3379,NA,0.000342378,NA,0.00046529,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1454,9,110630151,111368107,TRUE,245,1889,0.000155307,0.000163597,0.159966,0.00870735,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1455,9,111368108,112076381,TRUE,211,1931,NA,5.63641e-05,NA,0.17089,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1456,9,112076382,112865520,TRUE,306,2157,NA,0.000480167,NA,3.87886e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1457,9,112865521,113646149,TRUE,313,2264,NA,0.000511262,NA,1.08716e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1458,9,113646150,114443475,TRUE,256,1946,NA,0.000248125,NA,0.000345928,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1459,9,114443476,115390112,TRUE,223,2329,9.70578e-05,8.1001e-05,0.253179,0.104198,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1460,9,115390113,116159540,TRUE,273,1858,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,0,"MDD_noUKB,BIP_noUKB"
1461,9,116159541,117054909,TRUE,383,2121,0.000344496,0.000245406,0.0428805,0.00204547,TRUE,-0.0654847,-0.0654847,FALSE,-1,0.72106,0.853746,2,NA
1462,9,117054910,117989017,TRUE,320,2281,0.00028419,0.000370211,0.0603529,3.93576e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1463,9,117989018,119001227,TRUE,232,2297,9.78397e-05,0.000308462,0.25501,9.33611e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1464,9,119001228,119890464,TRUE,321,2025,0.000135447,0.000241878,0.22155,0.00114087,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1465,9,119890465,121008529,TRUE,347,2537,NA,0.000353083,NA,1.57984e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1466,9,121008530,122677719,TRUE,454,3205,0.00040518,0.000584377,0.0321947,2.03425e-09,TRUE,0.53815,0.53815,FALSE,0.06003,1,0.0315694,2,NA
1467,9,122677720,124119883,TRUE,316,2045,0.000265388,0.000287054,0.0716772,0.000162045,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1468,9,124119884,125137578,TRUE,343,2142,0.000249732,0.000265475,0.0919383,0.000775289,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1469,9,125137579,126092931,TRUE,220,1759,NA,0.000250175,NA,0.000242086,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1470,9,126092932,127184582,TRUE,330,2371,0.000499634,0.000194947,0.00457952,0.00715682,TRUE,0.0207351,0.0207351,FALSE,-0.89085,0.75615,0.947701,2,NA
1471,9,127184583,128785782,TRUE,248,1928,0.000456357,0.000265377,0.00342646,0.000132577,TRUE,-0.127421,-0.127421,FALSE,-0.87032,0.42031,0.629787,2,NA
1472,9,128785783,129617771,TRUE,377,1861,0.000155846,0.000202552,0.208489,0.00851612,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1473,9,129617772,130902727,TRUE,284,1971,NA,0.000144124,NA,0.0252715,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1474,9,130902728,132193798,TRUE,297,1802,0.000359898,0.000323325,0.0228836,2.97441e-05,TRUE,-0.341408,-0.341408,FALSE,-1,0.23662,0.238777,2,NA
1475,9,132193799,132999452,TRUE,331,2403,0.000357434,0.000416931,0.0308789,2.21484e-06,TRUE,-0.0202035,-0.0202035,FALSE,-0.87292,0.60049,0.94238,2,NA
1476,9,132999453,134141936,TRUE,466,2249,NA,0.000133442,NA,0.0754008,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1477,9,134141937,135135887,TRUE,327,1807,0.000177599,0.000318111,0.162224,5.75635e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1478,9,135135888,136042490,TRUE,373,2043,NA,0.00010005,NA,0.110342,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1479,9,136042491,136770926,TRUE,373,2305,0.000207789,0.000292485,0.144977,0.000535419,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1480,9,136770927,137593527,TRUE,378,2174,0.000194034,8.49808e-05,0.162622,0.151138,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1481,9,137593528,138202112,TRUE,442,2106,0.000621493,0.000280127,0.0026505,0.00158739,TRUE,-0.302207,-0.302207,FALSE,-1,0.25423,0.276579,2,NA
1482,9,138202113,138995791,TRUE,416,2009,0.000924102,0.00026525,1.84524e-05,0.00207157,TRUE,-0.505568,-0.505568,FALSE,-1,-0.04459,0.0334453,2,NA
1483,9,138995792,140097759,TRUE,448,2431,0.000794329,0.000412108,0.000255743,1.17204e-05,TRUE,-0.0418504,-0.0418504,FALSE,-0.58846,0.38685,0.844566,2,NA
1484,9,140097760,141146682,TRUE,334,1386,0.00074047,0.00059543,0.000106498,2.71568e-11,TRUE,0.00809858,0.00809858,FALSE,-0.38757,0.35614,0.963237,2,NA
1485,10,60515,1329232,TRUE,349,2639,0.000484916,0.000411954,0.00718622,1.26024e-06,TRUE,-0.10656,-0.10656,FALSE,-0.78785,0.39758,0.661072,2,NA
1486,10,1329233,1872960,TRUE,301,1623,0.000335077,0.000307347,0.0313279,5.96508e-05,TRUE,-0.468581,-0.468581,FALSE,-1,0.12067,0.124143,2,NA
1487,10,1872961,2637065,TRUE,324,3044,0.00013094,0.000183373,0.2298,0.00983163,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1488,10,2637066,3225336,TRUE,312,2004,0.000180765,4.36174e-05,0.15345,0.272077,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1489,10,3225337,3880322,TRUE,267,1835,3.48504e-05,0.000305203,0.404877,2.76224e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1490,10,3880323,4813182,TRUE,399,2419,NA,0.000469673,NA,2.13001e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1491,10,4813183,5396242,TRUE,211,2290,5.92556e-05,9.26884e-05,0.334877,0.0646837,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1492,10,5396243,6234718,TRUE,443,2506,NA,0.000216795,NA,0.00920877,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1493,10,6234719,6897037,TRUE,362,1773,0.000146545,0.000514944,0.217992,6.80243e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1494,10,6897038,7659872,TRUE,411,2333,3.25144e-05,7.9824e-05,0.42733,0.172365,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1495,10,7659873,8771920,TRUE,458,3324,0.0003248,0.000257692,0.0676575,0.00333355,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1496,10,8771921,10081279,TRUE,314,3173,0.000586636,0.000122608,0.000999159,0.0509383,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1497,10,10081280,10969481,TRUE,289,2238,0.000282335,0.000165099,0.0523277,0.0127795,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1498,10,10969482,11856924,TRUE,391,2240,NA,0.000282497,NA,0.000626567,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1499,10,11856925,12581571,TRUE,323,1883,0.000343324,0.000341519,0.0319791,1.4795e-05,TRUE,-0.134225,-0.134225,FALSE,-1,0.4982,0.647099,2,NA
1500,10,12581572,13208061,TRUE,339,1766,0.000325793,0.000118287,0.0426488,0.0664973,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1501,10,13208062,14008135,TRUE,474,2257,NA,0.000300475,NA,0.000893071,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1502,10,14008136,14820755,TRUE,379,2528,NA,0.000128652,NA,0.0603346,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1503,10,14820756,15946677,TRUE,424,2807,0.000140874,0.000342915,0.242854,0.000113092,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1504,10,15946678,17065860,TRUE,346,2606,8.83411e-05,0.000292107,0.310307,0.000225623,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1505,10,17065861,18529742,TRUE,366,3172,0.000142793,0.000365317,0.225869,1.21901e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1506,10,18529743,19421514,TRUE,280,2578,0.000132113,0.000287369,0.211372,7.37147e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1507,10,19421515,19965624,TRUE,144,1871,5.63839e-05,0.00015104,0.308797,0.00356356,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1508,10,19965625,20616432,TRUE,223,1885,6.65404e-05,0.000192505,0.318239,0.00190099,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1509,10,20616433,21477692,TRUE,269,2131,0.000183282,1.28501e-05,0.13232,0.413326,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1510,10,21477693,23365685,TRUE,411,2935,0.000565863,0.0007937,0.0042122,1.22076e-14,TRUE,-0.164785,-0.164785,FALSE,-0.69332,0.22462,0.389247,2,NA
1511,10,23365686,24489447,TRUE,261,2144,NA,0.000126412,NA,0.0378635,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1512,10,24489448,25577761,TRUE,378,2096,0.000163697,0.000107513,0.19813,0.09739,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1513,10,25577762,26161974,TRUE,176,1985,0.000195663,9.87813e-05,0.0746262,0.0417783,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1514,10,26161975,26888716,TRUE,155,2243,3.49652e-05,NA,0.375812,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
1515,10,26888717,27669566,TRUE,176,2218,NA,0.000100852,NA,0.0378141,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1516,10,27669567,28734422,TRUE,280,2719,6.67891e-05,9.72664e-05,0.336106,0.0835804,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1517,10,28734423,29393749,TRUE,238,1859,0.000310606,0.000134833,0.0266602,0.0217928,TRUE,-0.285702,-0.285702,FALSE,-1,0.58127,0.478911,2,NA
1518,10,29393750,30000223,TRUE,264,1877,4.95962e-06,2.94765e-05,0.476282,0.32062,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1519,10,30000224,30919469,TRUE,330,2388,NA,9.3172e-05,NA,0.108259,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1520,10,30919470,32457293,TRUE,313,2991,0.000120477,0.000152269,0.242912,0.022147,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1521,10,32457294,33655458,TRUE,237,3301,9.23396e-05,0.000307033,0.268448,1.00969e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1522,10,33655459,35178224,TRUE,466,3249,0.000484124,0.000653067,0.0151774,1.05228e-10,TRUE,-0.116581,-0.116581,FALSE,-0.78737,0.33211,0.602704,2,NA
1523,10,35178225,36475838,TRUE,264,2474,9.52634e-05,0.000182854,0.272665,0.00547575,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1524,10,36475839,37561443,TRUE,242,2399,NA,9.01647e-05,NA,0.0851208,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1525,10,37561444,38566460,TRUE,82,2451,NA,5.74917e-05,NA,0.0719474,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1526,10,38566461,42392742,TRUE,20,481,NA,6.38423e-06,NA,0.331124,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1527,10,42392743,42984427,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1528,10,42984428,43769842,TRUE,156,2135,NA,2.1275e-05,NA,0.3287,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1529,10,43769843,44893846,TRUE,286,3367,NA,0.000142882,NA,0.0266455,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1530,10,44893847,46327144,TRUE,277,3126,0.000210073,0.00018459,0.108404,0.00581427,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1531,10,46327145,49197320,TRUE,80,504,6.26677e-05,0.000151279,0.243513,0.000430906,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1532,10,49197321,50145673,TRUE,231,1784,8.31718e-05,0.000188928,0.284665,0.00275023,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1533,10,50145674,51724039,TRUE,241,2156,0.00050169,0.000300288,0.00142702,1.90292e-05,TRUE,-0.140471,-0.140471,FALSE,-0.77798,0.33277,0.559363,2,NA
1534,10,51724040,53129609,TRUE,282,2235,0.000504145,0.000264487,0.00253361,0.000240604,TRUE,0.508574,0.508574,FALSE,-0.00432,1,0.0534999,2,NA
1535,10,53129610,53919161,TRUE,297,2268,NA,0.000287815,NA,0.000123948,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1536,10,53919162,55104428,TRUE,343,2915,0.000165745,0.000433988,0.183986,2.99557e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1537,10,55104429,55867694,TRUE,200,2289,NA,0.000115204,NA,0.0290583,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1538,10,55867695,57044845,TRUE,334,3411,0.000149761,0.000205225,0.204089,0.00535561,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1539,10,57044846,57955671,TRUE,134,2080,NA,0.00028399,NA,3.87774e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1540,10,57955672,58809133,TRUE,95,2297,NA,3.66488e-05,NA,0.18792,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1541,10,58809134,59822946,TRUE,171,3188,0.000349382,0.000136717,0.00649312,0.0087031,TRUE,-0.187093,-0.187093,FALSE,-1,0.54212,0.582456,2,NA
1542,10,59822947,61470383,TRUE,375,3147,0.000161308,0.000380463,0.200593,1.09207e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1543,10,61470384,62626465,TRUE,298,3071,0.000258713,0.000641008,0.0706712,6.03109e-14,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1544,10,62626466,64069687,TRUE,374,3051,0.000196279,0.000757859,0.157084,3.73844e-15,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1545,10,64069688,65400431,TRUE,267,2875,NA,0.000441586,NA,2.22085e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1546,10,65400432,66510387,TRUE,233,2048,0.000147653,0.000214595,0.165731,0.000947941,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1547,10,66510388,67146043,TRUE,128,1855,0.000162459,0.000158973,0.0809007,0.00115577,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1548,10,67146044,67769822,TRUE,155,1960,0.000101286,3.48658e-05,0.203794,0.243444,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1549,10,67769823,68623274,TRUE,191,3079,0.000144429,0.000171631,0.148272,0.00263419,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1550,10,68623275,69904170,TRUE,207,2504,NA,0.000242565,NA,0.000117226,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1551,10,69904171,71050504,TRUE,270,2931,0.000219748,0.000299427,0.0939649,3.93185e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1552,10,71050505,71672997,TRUE,400,2031,0.000482787,0.000239171,0.0104223,0.00320652,TRUE,-0.406199,-0.406199,FALSE,-1,0.20228,0.199062,2,NA
1553,10,71672998,72659223,TRUE,426,2842,1.82386e-05,0.000150918,0.455758,0.0424991,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1554,10,72659224,73514214,TRUE,467,2359,5.25745e-05,0.00032627,0.396093,0.000354495,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1555,10,73514215,75694023,TRUE,304,3126,0.000241285,0.000348781,0.0880094,9.24642e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1556,10,75694024,77144961,TRUE,219,2029,0.000302656,0.000236214,0.0259434,0.000303678,TRUE,0.183975,0.183975,FALSE,-0.63361,1,0.564474,2,NA
1557,10,77144962,78665481,TRUE,373,2582,0.000321901,0.000439184,0.0520982,5.35945e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1558,10,78665482,79952996,TRUE,397,2737,0.000202013,0.000363955,0.155116,3.07649e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1559,10,79952997,81190573,TRUE,587,3027,0.000282189,0.000273155,0.123137,0.00484323,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1560,10,81190574,81763230,TRUE,63,1338,NA,1.41074e-05,NA,0.324577,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1561,10,81763231,82378048,TRUE,165,1797,NA,7.07572e-05,NA,0.0948962,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1562,10,82378049,83596350,TRUE,301,3366,NA,0.000284268,NA,0.000128517,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1563,10,83596351,84679429,TRUE,301,2368,0.0001478,0.000196759,0.19584,0.00513684,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1564,10,84679430,85463484,TRUE,135,2627,1.46003e-05,0.000160071,0.434181,0.00124272,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1565,10,85463485,86459980,TRUE,295,2723,NA,0.000187997,NA,0.00615299,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1566,10,86459981,87287935,TRUE,174,2367,NA,5.63469e-05,NA,0.153682,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1567,10,87287936,88443652,TRUE,325,2812,NA,0.000168465,NA,0.0162048,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1568,10,88443653,89971628,TRUE,348,2393,NA,0.000255661,NA,0.00112151,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1569,10,89971629,91021321,TRUE,330,2306,NA,0.000313124,NA,8.72087e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1570,10,91021322,91960435,TRUE,239,2378,NA,0.000238582,NA,0.000412205,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1571,10,91960436,92911506,TRUE,234,2308,0.000268952,0.000157271,0.0441934,0.00939368,TRUE,-0.807006,-0.807006,FALSE,-1,-0.02338,0.0441086,2,NA
1572,10,92911507,94503299,TRUE,249,2690,0.000325551,0.000124845,0.0242259,0.0345372,TRUE,-0.330915,-0.330915,FALSE,-1,0.53658,0.43012,2,NA
1573,10,94503300,95528160,TRUE,331,2754,0.000162211,0.00038352,0.185048,2.64756e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1574,10,95528161,97040172,TRUE,247,2827,0.000292607,0.000222896,0.035936,0.000788862,TRUE,0.256316,0.256316,FALSE,-0.58092,1,0.450293,2,NA
1575,10,97040173,98005994,TRUE,247,2364,0.000192237,0.000142339,0.114542,0.0191333,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1576,10,98005995,99367800,TRUE,425,2696,2.26252e-05,0.000335909,0.447469,0.000184059,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1577,10,99367801,100337830,TRUE,306,1946,8.35815e-06,0.000455887,0.470256,2.14297e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1578,10,100337831,101271451,TRUE,136,1633,NA,8.14051e-05,NA,0.0507576,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1579,10,101271452,102509298,TRUE,281,2385,0.000388735,0.000254622,0.0137963,0.000536745,TRUE,-0.0855838,-0.0855838,FALSE,-1,0.54626,0.777443,2,NA
1580,10,102509299,104206837,TRUE,367,2492,0.000204147,0.000355493,0.143836,2.72585e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1581,10,104206838,106142283,TRUE,378,3507,0.000577006,0.000740658,0.0025487,1.097e-14,TRUE,0.308408,0.308408,FALSE,-0.06293,0.73965,0.0997629,2,NA
