"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1529,10,43769843,44893846,TRUE,239,3401,0.000900852,NA,0.00320293,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1530,10,44893847,46327144,TRUE,216,3040,0.00113163,0.000417995,0.000264116,0.174164,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1531,10,46327145,49197320,TRUE,128,810,0.00071067,0.000227768,0.00426523,0.246977,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1532,10,49197321,50145673,TRUE,190,1743,0.000624376,NA,0.0162687,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1533,10,50145674,51724039,TRUE,206,2281,0.000308917,NA,0.142869,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1534,10,51724040,53129609,TRUE,224,2197,0.000636378,NA,0.0225117,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1535,10,53129610,53919161,TRUE,237,2275,0.000489749,NA,0.0641488,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1536,10,53919162,55104428,TRUE,255,2919,0.000314955,NA,0.164106,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1537,10,55104429,55867694,TRUE,176,2507,0.000104039,NA,0.334331,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1538,10,55867695,57044845,TRUE,293,3479,0.00114786,NA,0.000924897,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1539,10,57044846,57955671,TRUE,96,2120,3.83473e-05,NA,0.405062,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1540,10,57955672,58809133,TRUE,58,2145,4.90814e-05,NA,0.354521,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1541,10,58809134,59822946,TRUE,100,3113,0.000597903,NA,0.00427091,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1542,10,59822947,61470383,TRUE,239,2976,0.000884734,NA,0.00430197,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1543,10,61470384,62626465,TRUE,252,3067,0.000952925,NA,0.00235072,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1544,10,62626466,64069687,TRUE,322,2874,0.00137407,NA,0.00024507,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1545,10,64069688,65400431,TRUE,225,2872,0.000190356,0.000971986,0.25504,0.0212144,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1546,10,65400432,66510387,TRUE,152,2046,0.000199677,NA,0.207746,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1547,10,66510388,67146043,TRUE,104,1890,0.000216467,NA,0.14176,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1548,10,67146044,67769822,TRUE,132,1989,0.000469499,0.000169653,0.0267736,0.303072,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1549,10,67769823,68623274,TRUE,175,3259,0.000569975,0.00089119,0.0195538,0.0182433,TRUE,1,1.08885,FALSE,0.30902,1,0.00580981,2,NA
1550,10,68623275,69904170,TRUE,134,2467,0.000977854,NA,0.000119424,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1551,10,69904171,71050504,TRUE,205,2918,0.000939982,NA,0.00122486,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1552,10,71050505,71672997,TRUE,348,1968,0.00163993,NA,4.24586e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1553,10,71672998,72659223,TRUE,380,2830,0.000580922,NA,0.0716617,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1554,10,72659224,73514214,TRUE,394,2242,0.00158947,NA,0.000149303,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1555,10,73514215,75694023,TRUE,168,2875,0.0012881,NA,1.07854e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1556,10,75694024,77144961,TRUE,125,1806,0.00149143,NA,2.81176e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1557,10,77144962,78665481,TRUE,246,2434,0.00128997,NA,0.000128364,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1558,10,78665482,79952996,TRUE,298,2572,0.00108001,NA,0.00210266,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1559,10,79952997,81190573,TRUE,479,2830,0.00179641,NA,8.60706e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1560,10,81190574,81763230,TRUE,35,978,0.000310156,NA,0.0147001,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1561,10,81763231,82378048,TRUE,148,1950,9.18644e-05,0.000172301,0.339734,0.310389,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1562,10,82378049,83596350,TRUE,211,3247,0.000945102,0.000419025,0.00153443,0.170937,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1563,10,83596351,84679429,TRUE,221,2255,0.00120514,NA,0.000130751,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1564,10,84679430,85463484,TRUE,96,2621,0.00108791,NA,2.1808e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1565,10,85463485,86459980,TRUE,264,2773,0.000760175,NA,0.0122432,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1566,10,86459981,87287935,TRUE,145,2436,0.000382729,0.000228386,0.0614088,0.259091,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1567,10,87287936,88443652,TRUE,275,2754,0.000649462,NA,0.0308709,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1568,10,88443653,89971628,TRUE,283,2372,0.0007808,6.53108e-05,0.0144498,0.438491,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1569,10,89971629,91021321,TRUE,276,2220,0.00120549,0.00017984,0.000489699,0.352106,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1570,10,91021322,91960435,TRUE,183,2401,0.000568918,0.000446353,0.0240217,0.140492,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1571,10,91960436,92911506,TRUE,168,2196,0.000947938,NA,0.000489922,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1572,10,92911507,94503299,TRUE,160,2589,0.00119175,NA,2.27345e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1573,10,94503300,95528160,TRUE,269,2734,0.00103977,8.92984e-05,0.00165323,0.418294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1574,10,95528161,97040172,TRUE,176,2898,0.000394621,0.000372388,0.0724876,0.176944,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1575,10,97040173,98005994,TRUE,206,2352,0.000447265,0.00034669,0.0638794,0.210451,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1576,10,98005995,99367800,TRUE,332,2549,0.000638565,NA,0.0455302,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1577,10,99367801,100337830,TRUE,241,1903,0.00131112,0.000270364,8.9975e-05,0.277071,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1578,10,100337831,101271451,TRUE,95,1633,0.000463938,3.94545e-06,0.0139201,0.475425,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1579,10,101271452,102509298,TRUE,221,2397,0.00137743,NA,2.12695e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1580,10,102509299,104206837,TRUE,322,2474,7.60203e-05,0.000281404,0.406373,0.296842,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1581,10,104206838,106142283,TRUE,339,3542,0.00149513,0.000781365,8.80658e-05,0.0852504,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1582,10,106142284,107877787,TRUE,262,3476,0.00119946,NA,0.000330571,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1583,10,107877788,108725997,TRUE,177,2024,0.000890245,NA,0.00128826,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1584,10,108725998,109579149,TRUE,181,2264,0.000967927,NA,0.000611606,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1585,10,109579150,110358382,TRUE,149,2091,0.000886311,NA,0.000559771,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1586,10,110358383,112164981,TRUE,244,3397,0.00098217,0.000658792,0.00178636,0.087047,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1587,10,112164982,113117615,TRUE,291,1989,0.00138179,NA,0.000124954,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1588,10,113117616,114255954,TRUE,193,2408,0.00062062,NA,0.017498,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1589,10,114255955,115588903,TRUE,355,2397,0.00174457,NA,2.20363e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1590,10,115588904,116845213,TRUE,242,2384,0.00129229,NA,9.90524e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1591,10,116845214,118416049,TRUE,177,2796,0.000682496,NA,0.00874391,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1592,10,118416050,119528730,TRUE,241,1874,0.00175573,NA,1.33981e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1593,10,119528731,120592839,TRUE,272,2252,0.000965418,4.87004e-05,0.00384872,0.450229,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1594,10,120592840,121874445,TRUE,309,3013,0.000764451,NA,0.0182099,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1595,10,121874446,122803506,TRUE,289,2450,0.0010397,NA,0.00246641,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1596,10,122803507,123856184,TRUE,338,2548,0.00223336,NA,7.48584e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1597,10,123856185,124894142,TRUE,326,2585,0.000815769,NA,0.0181282,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1598,10,124894143,125798319,TRUE,308,2452,0.000862713,0.000156027,0.0116502,0.376008,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1599,10,125798320,126875816,TRUE,306,2505,0.00201768,9.39342e-05,4.02785e-07,0.419919,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1600,10,126875817,127997708,TRUE,251,2439,0.00204289,NA,1.93861e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1601,10,127997709,129134738,TRUE,327,2209,0.000835359,NA,0.0150936,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1602,10,129134739,129831969,TRUE,346,2549,0.00228052,0.000577864,6.57775e-08,0.15416,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1603,10,129831970,130694008,TRUE,368,2276,0.000928354,0.000382418,0.0127267,0.252112,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1604,10,130694009,131694738,TRUE,218,2397,0.000779916,NA,0.00749711,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1605,10,131694739,132576793,TRUE,259,2773,0.00135152,NA,7.40668e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1606,10,132576794,133111170,TRUE,340,2250,0.00182165,NA,7.64499e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1607,10,133111171,133818036,TRUE,293,2139,0.00120795,1.78718e-05,0.000626672,0.475391,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1608,10,133818037,134856054,TRUE,357,2970,0.00158323,0.000555692,0.000403209,0.166784,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1609,10,134856055,135524372,TRUE,96,1330,0.000794938,1.4619e-05,0.000784705,0.461405,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1610,11,87150,1061399,TRUE,233,1932,0.00228565,NA,1.66403e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1611,11,1061400,1857845,TRUE,218,2302,0.00200542,NA,9.10015e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1612,11,1857846,2477449,TRUE,185,1500,0.00098807,NA,0.00215971,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1613,11,2477450,3362508,TRUE,364,1803,0.00239586,NA,2.05791e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1614,11,3362509,4405707,TRUE,146,1702,0.00083503,0.000523695,0.00109928,0.0826034,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1615,11,4405708,4946051,TRUE,232,2095,0.000769951,0.000198606,0.0082762,0.325363,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1616,11,4946052,5533057,TRUE,199,2460,0.000257474,NA,0.176285,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1617,11,5533058,6180840,TRUE,230,2553,0.000201781,NA,0.244912,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1618,11,6180841,7191230,TRUE,281,2423,0.000583796,NA,0.0461299,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1619,11,7191231,7915071,TRUE,265,2353,0.000839153,NA,0.0075596,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1620,11,7915072,9080939,TRUE,354,3002,0.00185991,NA,5.27011e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1621,11,9080940,10370100,TRUE,223,2823,0.000988482,NA,0.00112301,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1622,11,10370101,11081299,TRUE,236,1875,0.0009221,NA,0.00285877,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1623,11,11081300,11632650,TRUE,369,1930,0.000474672,NA,0.112954,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1624,11,11632651,12470449,TRUE,351,2221,0.000704175,NA,0.0357267,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1625,11,12470450,13364727,TRUE,274,2141,0.00188747,1.10017e-06,2.63308e-07,0.48777,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1626,11,13364728,15126767,TRUE,271,3059,0.000926601,NA,0.00413157,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1627,11,15126768,16383386,TRUE,223,2179,0.00096621,NA,0.00148253,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1628,11,16383387,17583948,TRUE,218,2332,0.00129366,0.000697498,5.25251e-05,0.065488,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1629,11,17583949,18740267,TRUE,264,2469,0.00101739,NA,0.00189475,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1630,11,18740268,19780784,TRUE,238,2208,0.000686968,NA,0.0189026,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1631,11,19780785,20686336,TRUE,380,2317,0.00168243,0.000413006,4.81273e-05,0.239658,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1632,11,20686337,21442722,TRUE,264,1836,0.00048468,0.000317108,0.0767138,0.255521,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1633,11,21442723,22368743,TRUE,146,2101,0.00126194,NA,4.44108e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1634,11,22368744,23164544,TRUE,114,1833,6.02172e-07,NA,0.481263,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1635,11,23164545,24091272,TRUE,186,2834,0.00122958,NA,4.07473e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1636,11,24091273,24892439,TRUE,217,2623,0.00115774,NA,0.000221013,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1637,11,24892440,25662918,TRUE,76,2070,0.000282699,NA,0.0653567,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1638,11,25662919,26356980,TRUE,118,2743,0.00108925,NA,1.88374e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1639,11,26356981,27018307,TRUE,168,2072,0.000217536,0.000501164,0.19585,0.105709,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1640,11,27018308,28577718,TRUE,221,2332,0.000852399,NA,0.00370898,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1641,11,28577719,29530460,TRUE,179,1991,0.000706093,9.54342e-05,0.00682669,0.394706,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1642,11,29530461,30570129,TRUE,171,2100,0.000101263,NA,0.33686,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1643,11,30570130,32065771,TRUE,145,1741,NA,0.000129892,NA,0.349074,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1644,11,32065772,32830422,TRUE,165,1877,0.000571498,0.00034365,0.0191662,0.187598,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1645,11,32830423,33905327,TRUE,147,2082,0.00080164,6.41864e-05,0.00198419,0.416371,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1646,11,33905328,34672697,TRUE,206,1620,0.000749963,NA,0.00818127,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1647,11,34672698,35500367,TRUE,183,2304,0.000759746,0.000529126,0.00431716,0.103141,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1648,11,35500368,36331189,TRUE,251,1748,0.00111997,NA,0.000718296,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1649,11,36331190,37119024,TRUE,157,1834,0.00026556,NA,0.145939,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1650,11,37119025,37953086,TRUE,125,1963,0.00112175,NA,1.75922e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1651,11,37953087,39329140,TRUE,91,2320,0.000838584,NA,0.000132412,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1652,11,39329141,40362940,TRUE,185,2007,0.00142944,NA,6.92711e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1653,11,40362941,41603195,TRUE,233,2675,0.00153165,0.000128404,5.27866e-06,0.380473,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1654,11,41603196,42858197,TRUE,175,3596,4.14221e-05,NA,0.424828,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1655,11,42858198,43949377,TRUE,215,2951,0.00147499,0.000314044,4.42447e-06,0.236107,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1656,11,43949378,45019559,TRUE,434,2595,0.00214726,9.72688e-05,2.92888e-06,0.430492,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1657,11,45019560,46316005,TRUE,278,2504,0.000720483,0.000239996,0.0188905,0.310692,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1658,11,46316006,48066366,TRUE,145,1991,0.000771704,NA,0.0018281,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1659,11,48066367,48765366,TRUE,21,1336,0.000304035,NA,0.00549202,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1660,11,48765367,49386071,TRUE,9,648,NA,2.89653e-05,NA,0.323472,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1661,11,49386072,50217008,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1662,11,50217009,51098366,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1663,11,51098367,51581595,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1664,11,51581596,55477633,TRUE,6,975,9.60797e-05,5.32771e-05,0.0743998,0.205686,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1665,11,55477634,55947452,TRUE,16,2217,0.000108852,NA,0.0933993,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1666,11,55947453,56623494,TRUE,53,2042,0.000404203,NA,0.00658779,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1667,11,56623495,57675986,TRUE,204,1981,0.00104981,NA,0.000374146,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1668,11,57675987,58452708,TRUE,85,1995,0.000841045,NA,5.14869e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1669,11,58452709,59256232,TRUE,67,1573,0.000777304,0.000444238,8.58401e-05,0.0464361,TRUE,-0.425618,-0.425618,FALSE,-1,0.28578,0.237417,2,NA
1670,11,59256233,60515105,TRUE,175,2197,0.000358243,NA,0.0953123,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1671,11,60515106,61717117,TRUE,268,1734,0.00110091,NA,0.00114686,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1672,11,61717118,62800368,TRUE,261,2013,9.02613e-05,NA,0.380116,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1673,11,62800369,64594822,TRUE,222,2553,0.000956219,NA,0.00160969,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1674,11,64594823,66782661,TRUE,334,3025,0.00117543,NA,0.00130447,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1675,11,66782662,68000949,TRUE,143,1284,0.00126793,NA,7.13908e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1676,11,68000950,68887344,TRUE,144,1668,0.000329183,NA,0.0925356,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1677,11,68887345,69713996,TRUE,243,1802,0.000264569,0.000288224,0.199245,0.265825,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1678,11,69713997,71242834,TRUE,405,3550,0.00165455,0.0011904,9.72271e-05,0.0299,TRUE,0.124469,0.124469,FALSE,-0.65799,0.93577,0.679954,2,NA
1679,11,71242835,72875068,TRUE,208,2338,0.000770851,NA,0.00929905,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1680,11,72875069,74399331,TRUE,224,2732,0.0014952,0.00014804,5.14265e-06,0.362271,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1681,11,74399332,75445253,TRUE,224,1801,0.000544551,0.000942348,0.040193,0.0240989,TRUE,0.76562,0.76562,FALSE,-0.06614,1,0.074303,2,NA
1682,11,75445254,76518906,TRUE,289,2133,0.00153227,0.000264772,3.21372e-05,0.297653,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1683,11,76518907,77719870,TRUE,138,2198,0.00113844,NA,2.25488e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1684,11,77719871,78912252,TRUE,283,2150,0.00183432,NA,1.14577e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1685,11,78912253,79802286,TRUE,316,1989,0.000695554,0.000120502,0.0306919,0.402307,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1686,11,79802287,80726012,TRUE,299,2202,0.000630705,NA,0.041592,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1687,11,80726013,81658298,TRUE,275,2923,0.000684792,NA,0.0224525,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1688,11,81658299,82833181,TRUE,237,3078,0.000725736,NA,0.01186,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1689,11,82833182,83677773,TRUE,165,1799,0.000681633,9.45302e-05,0.00669116,0.391375,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1690,11,83677774,84613229,TRUE,212,2009,0.000733852,3.91936e-05,0.00861057,0.452109,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1691,11,84613230,85869059,TRUE,169,2543,0.000558296,NA,0.0202281,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1692,11,85869060,86629333,TRUE,222,2136,0.000415416,NA,0.0827289,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1693,11,86629334,87676870,TRUE,222,3274,0.00102131,3.20225e-05,0.000842495,0.459414,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1694,11,87676871,88359287,TRUE,188,1928,0.000477439,9.92746e-05,0.0457396,0.393685,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1695,11,88359288,89209738,TRUE,76,1853,NA,0.000303545,NA,0.129005,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1696,11,89209739,90199932,TRUE,87,1616,0.000253161,NA,0.0947863,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1697,11,90199933,90967061,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1698,11,90967062,92209168,TRUE,180,2808,3.35826e-05,NA,0.437188,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1699,11,92209169,93576641,TRUE,249,2622,0.000896927,NA,0.00376627,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1700,11,93576642,94384535,TRUE,132,1953,0.000670146,NA,0.00374213,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1701,11,94384536,95327210,TRUE,232,1737,0.00042443,0.00015464,0.0932279,0.359311,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1702,11,95327211,96150134,TRUE,259,1874,0.000510901,0.000787268,0.0621629,0.0589426,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1703,11,96150135,97091671,TRUE,161,1774,0.000999511,NA,0.000305102,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1704,11,97091672,98145570,TRUE,295,2935,0.000551568,NA,0.0581963,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1705,11,98145571,98929380,TRUE,176,2582,0.00072567,NA,0.00598462,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1706,11,98929381,99619347,TRUE,185,2505,0.000373696,NA,0.0871251,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1707,11,99619348,100423901,TRUE,259,2060,0.001025,NA,0.00156476,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1708,11,100423902,101152831,TRUE,188,2228,0.000750716,0.000528522,0.00539659,0.106215,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1709,11,101152832,101881252,TRUE,137,2064,0.000689495,NA,0.00325587,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1710,11,101881253,102671665,TRUE,253,1841,0.000795568,NA,0.00935133,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1711,11,102671666,103495635,TRUE,168,2554,0.000676744,NA,0.00751588,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1712,11,103495636,104875270,TRUE,172,2948,0.00115012,NA,5.1643e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1713,11,104875271,105932282,TRUE,100,1927,0.000508451,0.000578984,0.0092095,0.0361376,TRUE,0.917168,0.917168,FALSE,0.18577,1,0.0260745,2,NA
1714,11,105932283,107054024,TRUE,237,2329,0.000732328,NA,0.0118828,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1715,11,107054025,107846824,TRUE,165,2338,0.000894996,0.000110577,0.000748602,0.376037,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1716,11,107846825,109891837,TRUE,243,2807,0.000724796,NA,0.0142428,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1717,11,109891838,111117780,TRUE,229,2559,0.000730417,0.000210506,0.0113132,0.315356,FALSE,NA,NA,NA,NA,NA,NA,2,NA
